year,actor1_country_code,actor2_country_code,event_count,num_mentions
2013-01-01,UKR,GBR,1,2
2013-01-01,SWE,GBR,2,26
2013-01-01,LKA,IND,1,15
2013-01-01,AFR,GBR,3,42
2013-01-01,JPN,YEM,1,10
2013-01-01,IRL,AUT,1,2
2013-01-01,IND,RUS,2,10
2013-01-01,GRC,IRN,1,4
2013-01-01,AUS,POL,1,10
2013-01-01,TKM,IRQ,2,2
2013-01-01,SYR,LBN,45,310
2013-01-01,USA,TWN,1,2
2013-01-01,VAT,SYR,4,22
2013-01-01,PGS,OMN,4,30
2013-01-01,FRA,MLT,1,5
2013-01-01,FSM,UGA,2,2
2013-01-01,DEU,KHM,4,12
2013-01-01,CHN,AFR,5,34
2013-01-01,IRL,CYP,5,14
2013-01-01,BEL,GRC,4,25
2013-01-01,AFR,CUB,3,14
2013-01-01,KWT,LBN,2,10
2013-01-01,NGA,ITA,2,8
2013-01-01,AUS,ETH,1,10
2013-01-01,USA,BOL,3,3
2013-01-01,DZA,FSM,2,5
2013-01-01,CYP,USA,21,302
2013-01-01,CHE,USA,1,10
2013-01-01,SOM,IRN,2,8
2013-01-01,USA,KEN,6,21
2013-01-01,CRI,CAN,2,4
2013-01-01,CHN,PAK,6,28
2013-01-01,THA,PHL,1,8
2013-01-01,LBN,DNK,2,50
2013-01-01,GTM,BLZ,2,2
2013-01-01,CHN,ETH,3,20
2013-01-01,CHE,AFR,2,10
2013-01-01,IRQ,JOR,11,70
2013-01-01,CHN,IRL,6,43
2013-01-01,AUS,PNG,7,67
2013-01-01,JPN,SGP,2,4
2013-01-01,CHE,NLD,2,4
2013-01-01,CAN,CHL,1,2
2013-01-01,ITA,GRC,7,94
2013-01-01,AFR,ZAF,1,10
2013-01-01,YEM,SOM,7,24
2013-01-01,ARG,COL,1,10
2013-01-01,DZA,PRT,1,6
2013-01-01,USA,TUN,1,10
2013-01-01,AFG,PAK,3,50
2013-01-01,EUR,IRL,22,186
2013-01-01,USA,IND,2,15
2013-01-01,RUS,FRA,14,71
2013-01-01,ISR,MEX,1,1
2013-01-01,DEU,USA,27,127
2013-01-01,CUB,VEN,1,1
2013-01-01,IND,SGP,2,16
2013-01-01,POL,LVA,2,8
2013-01-01,VAT,PAN,1,1
2013-01-01,TKM,AFG,9,48
2013-01-01,CHL,COL,1,2
2013-01-01,CYP,PRT,12,31
2013-01-01,AUT,WSM,1,14
2013-01-01,TUN,AFR,4,30
2013-01-01,LUX,CYP,1,20
2013-01-01,PHL,AUS,6,18
2013-01-01,USA,HRV,4,24
2013-01-01,GBR,DEU,7,140
2013-01-01,DEU,JOR,1,1
2013-01-01,MLT,SOM,1,2
2013-01-01,NER,FRA,1,2
2013-01-01,NGA,ESP,1,3
2013-01-01,CHN,SEA,1,1
2013-01-01,CHN,USA,35,155
2013-01-01,MAR,GBR,2,4
2013-01-01,PRY,BOL,2,5
2013-01-01,USA,LBN,8,27
2013-01-01,AFR,ISR,2,14
2013-01-01,SGP,SEA,1,8
2013-01-01,CHN,SGP,9,49
2013-01-01,PHL,EUR,1,8
2013-01-01,CHN,DZA,1,10
2013-01-01,AUT,ESP,2,10
2013-01-01,IRN,TUR,1,10
2013-01-01,AFR,SGP,1,2
2013-01-01,PGS,EGY,1,3
2013-01-01,ESP,AFR,2,8
2013-01-01,AFG,CHN,2,4
2013-01-01,ARE,YEM,1,7
2013-01-01,QAT,SYR,25,199
2013-01-01,TUR,CYP,1,10
2013-01-01,IDN,NRU,4,26
2013-01-01,ZAF,USA,3,19
2013-01-01,IDN,MYS,1,4
2013-01-01,NLD,DEU,2,10
2013-01-01,PRT,GBR,1,1
2013-01-01,CHN,NZL,1,28
2013-01-01,THA,SGP,2,10
2013-01-01,LBR,SEN,2,8
2013-01-01,AZE,USA,1,4
2013-01-01,MEX,ESP,1,2
2013-01-01,SVK,EUR,1,10
2013-01-01,FRA,CHN,4,34
2013-01-01,GBR,JPN,2,3
2013-01-01,GBR,SOM,5,9
2013-01-01,CYP,CHN,3,28
2013-01-01,COL,AUS,1,8
2013-01-01,LBN,PSE,14,36
2013-01-01,ARE,USA,5,18
2013-01-01,GTM,PAN,1,4
2013-01-01,LBN,USA,11,60
2013-01-01,RUS,AFG,2,7
2013-01-01,MYS,MEX,1,1
2013-01-01,CHN,GBR,8,34
2013-01-01,GRC,VCT,2,8
2013-01-01,VCT,USA,1,1
2013-01-01,SOM,FRA,17,120
2013-01-01,DNK,AUS,1,10
2013-01-01,ESP,EUR,10,69
2013-01-01,IND,SOM,2,10
2013-01-01,GBR,AFG,1,6
2013-01-01,GBR,NGA,36,268
2013-01-01,SDN,KWT,1,2
2013-01-01,DZA,MAR,1,6
2013-01-01,COL,CAN,6,29
2013-01-01,SOM,GBR,4,30
2013-01-01,KOR,USA,2,11
2013-01-01,POL,IRL,1,1
2013-01-01,LBY,OMN,2,88
2013-01-01,BGR,TUR,1,2
2013-01-01,GNQ,NGA,3,4
2013-01-01,RUS,GBR,4,12
2013-01-01,JPN,CYP,1,1
2013-01-01,USA,ISR,9,40
2013-01-01,RUS,CHN,8,46
2013-01-01,BEL,SYR,2,8
2013-01-01,ISR,PHL,16,64
2013-01-01,BRA,USA,5,22
2013-01-01,LVA,PHL,3,8
2013-01-01,KOR,KHM,4,15
2013-01-01,SOM,DEU,1,6
2013-01-01,KHM,LBR,3,5
2013-01-01,GRC,IRL,15,112
2013-01-01,LAO,THA,8,37
2013-01-01,AUS,CRB,3,30
2013-01-01,JPN,TGO,1,10
2013-01-01,PAK,ARE,9,65
2013-01-01,MYS,AFG,3,6
2013-01-01,PHL,IRL,6,58
2013-01-01,SYR,USA,30,175
2013-01-01,GRC,USA,5,21
2013-01-01,WSM,NZL,1,4
2013-01-01,MLT,RUS,6,10
2013-01-01,TUR,GHA,3,20
2013-01-01,POL,USA,11,54
2013-01-01,IND,NGA,1,3
2013-01-01,CAN,ESP,4,33
2013-01-01,USA,PRT,1,6
2013-01-01,JOR,IRQ,5,25
2013-01-01,NLD,ESP,5,7
2013-01-01,JPN,CHN,3,14
2013-01-01,BEN,USA,1,2
2013-01-01,AFR,MLI,2,8
2013-01-01,MYS,KHM,1,30
2013-01-01,IRQ,ISR,1,10
2013-01-01,RUS,GRC,2,12
2013-01-01,IRN,SGP,1,8
2013-01-01,USA,SDN,2,10
2013-01-01,SSD,EGY,2,4
2013-01-01,IRQ,USA,9,29
2013-01-01,IRQ,PHL,1,5
2013-01-01,ITA,THA,1,8
2013-01-01,BOL,BRA,2,4
2013-01-01,PHL,NGA,1,8
2013-01-01,KWT,USA,2,9
2013-01-01,SYR,IRN,10,36
2013-01-01,LKA,AUS,12,81
2013-01-01,IRN,IRL,1,8
2013-01-01,ETH,AFR,1,10
2013-01-01,ITA,ISR,1,10
2013-01-01,GBR,CYP,5,30
2013-01-01,ECU,RUS,3,3
2013-01-01,FRA,AFR,4,16
2013-01-01,HTI,JAM,1,10
2013-01-01,USA,ETH,2,12
2013-01-01,ZAF,RUS,1,2
2013-01-01,USA,BHS,5,32
2013-01-01,NZL,POL,3,14
2013-01-01,KEN,NOR,1,2
2013-01-01,HTI,KEN,1,1
2013-01-01,SGP,DNK,1,2
2013-01-01,DZA,USA,17,79
2013-01-01,UGA,AFR,2,6
2013-01-01,ZAF,AFR,9,23
2013-01-01,VNM,SEA,1,2
2013-01-01,THA,ZAF,1,4
2013-01-01,FRA,GBR,8,35
2013-01-01,RUS,UKR,8,105
2013-01-01,SGP,PHL,6,15
2013-01-01,ISR,UGA,5,24
2013-01-01,GBR,BEL,4,18
2013-01-01,FIN,ETH,2,20
2013-01-01,VEN,SYR,8,29
2013-01-01,IRN,USA,19,94
2013-01-01,JPN,GBR,4,16
2013-01-01,FIN,SDN,4,20
2013-01-01,USA,ESP,6,24
2013-01-01,ECU,GBR,9,25
2013-01-01,GBR,SSD,5,56
2013-01-01,OMN,GRC,1,10
2013-01-01,QAT,PHL,5,18
2013-01-01,AZE,AFG,2,2
2013-01-01,QAT,SAU,1,10
2013-01-01,VNM,AUS,6,16
2013-01-01,NOR,CHL,1,4
2013-01-01,CAN,LBR,1,4
2013-01-01,CHN,MDV,2,10
2013-01-01,CAN,JAM,6,31
2013-01-01,GBR,MWI,9,73
2013-01-01,JPN,SYR,1,10
2013-01-01,RWA,COG,1,2
2013-01-01,ITA,FIN,1,9
2013-01-01,DNK,ISR,3,14
2013-01-01,SGP,CRB,2,8
2013-01-01,EGY,TUN,1,2
2013-01-01,THA,MMR,5,30
2013-01-01,EGY,SYR,42,159
2013-01-01,CHN,SYR,2,10
2013-01-01,CHN,ISR,2,8
2013-01-01,GBR,LCA,2,6
2013-01-01,TCD,NGA,3,40
2013-01-01,ESP,CUB,2,8
2013-01-01,MLT,POL,3,10
2013-01-01,SYR,GBR,24,164
2013-01-01,PHL,SAU,3,23
2013-01-01,EUR,WST,1,5
2013-01-01,LKA,BGD,14,113
2013-01-01,KGZ,AFG,1,6
2013-01-01,RUS,IRL,4,17
2013-01-01,QAT,PSE,2,6
2013-01-01,OMN,IRN,2,12
2013-01-01,LBY,LBN,2,5
2013-01-01,NGA,RUS,1,3
2013-01-01,GBR,VNM,3,6
2013-01-01,ISR,KEN,5,27
2013-01-01,LBN,IRQ,4,44
2013-01-01,PHL,COL,1,4
2013-01-01,PSE,ITA,2,12
2013-01-01,GBR,TUR,3,11
2013-01-01,EUR,PRT,13,118
2013-01-01,ARE,EGY,5,26
2013-01-01,TWN,AFR,1,8
2013-01-01,NER,MLI,24,442
2013-01-01,GRC,DEU,7,38
2013-01-01,GBR,SLE,2,7
2013-01-01,CYP,EGY,4,16
2013-01-01,MLI,IRL,3,17
2013-01-01,JOR,SOM,1,1
2013-01-01,GBR,MEX,2,18
2013-01-01,AUS,NOR,2,8
2013-01-01,KHM,FRA,1,1
2013-01-01,FRA,ISR,3,20
2013-01-01,SOM,RWA,2,8
2013-01-01,EGY,IRL,6,132
2013-01-01,CYP,FRA,3,44
2013-01-01,SSD,USA,4,20
2013-01-01,UKR,EUR,1,20
2013-01-01,DEU,CAN,1,2
2013-01-01,IND,CHN,2,12
2013-01-01,UGA,SSD,2,10
2013-01-01,KEN,GRC,2,10
2013-01-01,UGA,ZAF,3,4
2013-01-01,PSE,USA,4,20
2013-01-01,LBY,ESP,2,8
2013-01-01,GRC,EUR,43,1155
2013-01-01,UGA,BGR,1,1
2013-01-01,AFR,BDI,1,20
2013-01-01,GRC,TUR,3,30
2013-01-01,JPN,DZA,2,10
2013-01-01,AUT,GBR,3,4
2013-01-01,LBN,DEU,4,7
2013-01-01,AUS,ISR,1,10
2013-01-01,AUS,THA,15,60
2013-01-01,USA,SLE,1,7
2013-01-01,VNM,USA,2,14
2013-01-01,PHL,BGD,2,4
2013-01-01,GBR,AUS,20,63
2013-01-01,RUS,NOR,1,2
2013-01-01,PER,ITA,3,20
2013-01-01,BGD,CHN,1,8
2013-01-01,CYP,LUX,4,35
2013-01-01,TUR,CAN,1,5
2013-01-01,PHL,KOR,1,10
2013-01-01,SSD,KEN,1,2
2013-01-01,SOM,CHN,1,2
2013-01-01,EGY,IRQ,2,16
2013-01-01,JAM,GBR,1,4
2013-01-01,IRQ,TUR,1,4
2013-01-01,BHR,JOR,2,20
2013-01-01,FRA,IND,1,3
2013-01-01,GBR,POL,4,23
2013-01-01,ETH,USA,2,2
2013-01-01,GRC,CAN,1,1
2013-01-01,MLT,ITA,12,68
2013-01-01,DNK,ESP,2,10
2013-01-01,FRA,SYR,15,58
2013-01-01,GBR,AUT,1,2
2013-01-01,TUR,PSE,8,35
2013-01-01,JPN,MYS,1,10
2013-01-01,AZE,PAK,2,10
2013-01-01,ESP,SYR,1,5
2013-01-01,DEU,OMN,2,6
2013-01-01,SAU,PAK,1,20
2013-01-01,USA,TZA,3,6
2013-01-01,IND,IRQ,1,4
2013-01-01,NLD,CYP,10,30
2013-01-01,FJI,AUS,1,10
2013-01-01,DEU,UKR,1,10
2013-01-01,AFR,CHE,2,10
2013-01-01,IRN,IRQ,1,8
2013-01-01,USA,HND,2,8
2013-01-01,LBY,EUR,3,47
2013-01-01,ARG,CAN,1,2
2013-01-01,SWE,USA,2,18
2013-01-01,USA,KWT,3,8
2013-01-01,DEU,SSD,3,11
2013-01-01,DNK,SWE,3,8
2013-01-01,CYP,CAN,2,20
2013-01-01,IRQ,AFG,10,23
2013-01-01,MYS,AUS,2,7
2013-01-01,RUS,IRQ,1,2
2013-01-01,GBR,ECU,1,2
2013-01-01,LBY,MLI,2,16
2013-01-01,HTI,TUR,2,12
2013-01-01,CYP,ISR,5,14
2013-01-01,ETH,SSD,2,26
2013-01-01,THA,CHN,1,10
2013-01-01,CHN,PRK,12,65
2013-01-01,ESP,GRD,1,2
2013-01-01,GRC,AUS,1,5
2013-01-01,CHN,THA,8,55
2013-01-01,USA,CAF,3,22
2013-01-01,JPN,LBR,3,20
2013-01-01,PSE,AZE,2,10
2013-01-01,IRQ,YEM,1,2
2013-01-01,EUR,USA,17,502
2013-01-01,DEU,SYR,34,227
2013-01-01,LBY,IRL,3,24
2013-01-01,DJI,USA,1,4
2013-01-01,RUS,ARE,4,20
2013-01-01,FRA,ARM,2,6
2013-01-01,RUS,CYP,23,485
2013-01-01,BGD,PHL,1,18
2013-01-01,ISR,EUR,3,20
2013-01-01,CAN,MLI,6,60
2013-01-01,ZAF,ESP,1,1
2013-01-01,SAU,TUR,2,20
2013-01-01,MYS,JPN,2,40
2013-01-01,AUS,GBR,5,38
2013-01-01,BEL,PHL,1,1
2013-01-01,CRI,HND,2,10
2013-01-01,QAT,CAF,2,60
2013-01-01,AUS,SYR,6,64
2013-01-01,NLD,CIV,2,10
2013-01-01,IRN,GBR,1,2
2013-01-01,SGP,IND,4,19
2013-01-01,USA,KOR,4,20
2013-01-01,RUS,KGZ,2,10
2013-01-01,BRB,AUS,1,2
2013-01-01,IND,ISR,1,2
2013-01-01,SGP,GBR,1,1
2013-01-01,RUS,LBY,1,2
2013-01-01,NZL,USA,7,76
2013-01-01,EUR,OMN,1,5
2013-01-01,USA,NIC,2,8
2013-01-01,ALB,EUR,1,4
2013-01-01,DNK,NOR,9,80
2013-01-01,UKR,SYR,1,10
2013-01-01,USA,ECU,2,40
2013-01-01,PSE,LBN,6,57
2013-01-01,ZMB,RWA,2,10
2013-01-01,EUR,AUS,3,17
2013-01-01,JOR,AUT,1,20
2013-01-01,ARM,USA,1,12
2013-01-01,USA,ARE,3,3
2013-01-01,NER,CMR,2,6
2013-01-01,RUS,PRK,1,6
2013-01-01,FRA,MLI,20,296
2013-01-01,DEU,ESP,6,60
2013-01-01,GBR,PER,1,4
2013-01-01,USA,DNK,4,32
2013-01-01,FRA,BDI,3,10
2013-01-01,MEX,IRL,2,26
2013-01-01,LBN,MAR,3,3
2013-01-01,USA,ZAF,3,14
2013-01-01,MRT,MLI,20,154
2013-01-01,JAM,RUS,3,5
2013-01-01,KEN,ISR,4,33
2013-01-01,AFR,ITA,9,179
2013-01-01,TWN,VNM,5,27
2013-01-01,AUS,PHL,4,34
2013-01-01,UGA,SDN,6,30
2013-01-01,AFG,GBR,1,2
2013-01-01,PHL,JOR,1,2
2013-01-01,USA,EUR,23,581
2013-01-01,SWE,ITA,1,1
2013-01-01,USA,TTO,6,26
2013-01-01,MYS,BRN,1,4
2013-01-01,IRL,BEL,1,10
2013-01-01,CAN,JPN,1,1
2013-01-01,THA,MUS,1,14
2013-01-01,SYR,MLT,2,28
2013-01-01,MEX,USA,23,293
2013-01-01,USA,PRK,9,38
2013-01-01,COL,USA,10,48
2013-01-01,USA,CRI,2,10
2013-01-01,CAN,IRL,7,44
2013-01-01,KHM,THA,1,2
2013-01-01,FRA,JOR,2,4
2013-01-01,RUS,MLI,4,30
2013-01-01,IDN,IRN,3,10
2013-01-01,RUS,AUS,8,25
2013-01-01,JOR,SYR,170,1331
2013-01-01,MYS,GBR,19,89
2013-01-01,RUS,KAZ,2,4
2013-01-01,SGP,VNM,2,3
2013-01-01,CYP,GRC,10,191
2013-01-01,KEN,HTI,1,1
2013-01-01,NOR,AFG,3,9
2013-01-01,YEM,AFR,4,5
2013-01-01,DZA,FRA,11,168
2013-01-01,LKA,OMN,1,10
2013-01-01,CHL,IRL,5,38
2013-01-01,NZL,FJI,1,14
2013-01-01,USA,AUS,14,75
2013-01-01,TUR,DEU,1,2
2013-01-01,SAU,PSE,3,13
2013-01-01,USA,VNM,19,78
2013-01-01,USA,BTN,2,10
2013-01-01,EGY,QAT,1,10
2013-01-01,VEN,CUB,4,15
2013-01-01,ERI,DEU,2,4
2013-01-01,USA,IRL,14,73
2013-01-01,OMN,LBY,1,10
2013-01-01,USA,BEL,7,58
2013-01-01,TON,FJI,1,2
2013-01-01,THA,CYP,3,82
2013-01-01,GBR,USA,38,219
2013-01-01,USA,PAK,2,5
2013-01-01,JPN,KGZ,1,6
2013-01-01,SMR,ITA,1,12
2013-01-01,USA,KHM,1,1
2013-01-01,PAK,AFG,9,75
2013-01-01,KOR,CHN,7,30
2013-01-01,FRA,WAF,1,10
2013-01-01,DEU,NLD,6,27
2013-01-01,GHA,AFR,1,5
2013-01-01,GBR,DZA,2,10
2013-01-01,ISR,GRC,2,10
2013-01-01,CAN,EGY,1,2
2013-01-01,SYR,PSE,13,49
2013-01-01,USA,PSE,2,15
2013-01-01,MEX,CHN,2,10
2013-01-01,PAK,GBR,7,69
2013-01-01,IND,PAK,2,10
2013-01-01,EUR,JPN,2,5
2013-01-01,NGA,LBR,15,33
2013-01-01,NGA,GRC,1,8
2013-01-01,IND,PHL,2,12
2013-01-01,IND,IRN,1,10
2013-01-01,EUR,PHL,6,33
2013-01-01,SOM,FIN,1,10
2013-01-01,PHL,AUT,2,10
2013-01-01,NGA,LBN,2,8
2013-01-01,SDN,BHR,2,10
2013-01-01,ITA,CAN,9,28
2013-01-01,LBY,SYR,5,28
2013-01-01,ESP,GBR,2,30
2013-01-01,DZA,CHN,1,2
2013-01-01,DEU,BEL,4,25
2013-01-01,ESP,AUS,2,2
2013-01-01,JPN,USA,13,59
2013-01-01,COG,FRA,5,50
2013-01-01,IRN,AZE,2,3
2013-01-01,LBR,MLT,2,16
2013-01-01,KEN,SYR,1,3
2013-01-01,THA,LAO,1,12
2013-01-01,CAN,BRA,2,4
2013-01-01,JPN,SEA,2,7
2013-01-01,NGA,NER,10,39
2013-01-01,CHN,EUR,4,10
2013-01-01,COG,AFR,5,55
2013-01-01,SAU,JOR,4,35
2013-01-01,SYR,FIN,2,2
2013-01-01,MLT,EUR,2,47
2013-01-01,AFR,EUR,1,1
2013-01-01,AFG,IRN,2,2
2013-01-01,EGY,ARE,2,5
2013-01-01,BRA,TUR,1,2
2013-01-01,USA,CUB,6,26
2013-01-01,SAS,USA,1,4
2013-01-01,PRT,BLZ,1,2
2013-01-01,CAN,DZA,1,5
2013-01-01,CUB,SYR,1,8
2013-01-01,COG,USA,1,2
2013-01-01,MEX,CAN,2,8
2013-01-01,FRA,THA,2,16
2013-01-01,DOM,USA,2,40
2013-01-01,DZA,AFR,3,25
2013-01-01,USA,OMN,1,4
2013-01-01,TUR,SYR,114,762
2013-01-01,CAN,POL,1,8
2013-01-01,USA,SWZ,3,23
2013-01-01,GRC,ESP,7,25
2013-01-01,MMR,YEM,1,3
2013-01-01,PGS,SYR,4,106
2013-01-01,DEU,MYS,1,2
2013-01-01,GBR,EUR,6,36
2013-01-01,CHE,KGZ,1,1
2013-01-01,RUS,TZA,2,4
2013-01-01,CHE,SAU,2,10
2013-01-01,NMR,CAN,1,2
2013-01-01,AUS,IRQ,7,8
2013-01-01,CUB,PHL,1,4
2013-01-01,CRI,AFR,1,2
2013-01-01,MLT,SYR,7,54
2013-01-01,CUB,ZWE,3,14
2013-01-01,ISR,SSD,4,20
2013-01-01,RUS,TJK,1,10
2013-01-01,FRA,ITA,3,11
2013-01-01,LVA,USA,1,10
2013-01-01,SWE,PAK,2,18
2013-01-01,FRA,SLE,3,7
2013-01-01,USA,NPL,5,14
2013-01-01,IDN,MMR,1,20
2013-01-01,BHR,SYR,7,28
2013-01-01,COL,MYS,1,8
2013-01-01,SAU,SOM,1,6
2013-01-01,TZA,TUR,1,2
2013-01-01,VEN,ITA,12,235
2013-01-01,USA,MMR,2,3
2013-01-01,SAU,LBN,2,20
2013-01-01,PHL,SYR,1,10
2013-01-01,LUX,EUR,1,6
2013-01-01,ZAF,CUB,4,30
2013-01-01,PAK,CUB,2,10
2013-01-01,ERI,USA,2,50
2013-01-01,USA,RUS,23,98
2013-01-01,RUS,CHE,3,22
2013-01-01,BGD,GBR,1,4
2013-01-01,ESP,BOL,1,2
2013-01-01,AUS,FRA,27,291
2013-01-01,MLI,BFA,2,6
2013-01-01,ARE,PHL,1,8
2013-01-01,BHS,HTI,8,131
2013-01-01,RUS,LVA,1,2
2013-01-01,CUB,FRA,1,5
2013-01-01,EUR,CHN,1,5
2013-01-01,EUR,GBR,13,124
2013-01-01,LKA,USA,2,2
2013-01-01,PHL,MEX,1,4
2013-01-01,IDN,PHL,2,18
2013-01-01,MLI,EUR,1,10
2013-01-01,EGY,AUS,2,4
2013-01-01,NGA,IND,1,2
2013-01-01,CAN,VEN,2,11
2013-01-01,GHA,EUR,2,4
2013-01-01,COG,COD,1,5
2013-01-01,ITA,USA,21,244
2013-01-01,POL,RUS,6,10
2013-01-01,OMN,YEM,2,20
2013-01-01,AUT,HUN,2,2
2013-01-01,SYR,RUS,3,9
2013-01-01,MYS,VNM,1,10
2013-01-01,FRA,PHL,3,13
2013-01-01,GBR,IDN,2,15
2013-01-01,USA,JPN,9,48
2013-01-01,IRL,EUR,17,208
2013-01-01,SGP,THA,1,6
2013-01-01,COL,ESP,14,105
2013-01-01,MAR,FRA,1,2
2013-01-01,KEN,MLI,2,8
2013-01-01,ETH,ERI,6,37
2013-01-01,PAK,CHN,1,4
2013-01-01,IND,USA,2,18
2013-01-01,DNK,SGP,6,52
2013-01-01,CHN,IND,2,8
2013-01-01,PRT,EUR,19,338
2013-01-01,CHN,LKA,1,20
2013-01-01,NGA,AFR,7,39
2013-01-01,EUR,LBY,11,180
2013-01-01,EUR,PAK,1,10
2013-01-01,NLD,TUR,1,2
2013-01-01,DNK,CAN,1,4
2013-01-01,DEU,BGR,1,10
2013-01-01,AUS,MYS,4,40
2013-01-01,NOR,AUS,6,24
2013-01-01,FIN,NOR,2,3
2013-01-01,SDN,ERI,7,59
2013-01-01,FRA,JPN,2,4
2013-01-01,KOR,ETH,1,10
2013-01-01,PHL,DNK,1,16
2013-01-01,DEU,TUR,2,4
2013-01-01,ITA,POL,1,7
2013-01-01,DEU,FIN,4,20
2013-01-01,SYR,SWE,2,5
2013-01-01,PHL,PAK,8,60
2013-01-01,CHN,QAT,1,8
2013-01-01,NLD,IRL,2,8
2013-01-01,PAK,QAT,1,2
2013-01-01,USA,MDV,1,2
2013-01-01,IRL,NLD,2,4
2013-01-01,NER,LBY,1,2
2013-01-01,CHE,MYS,1,4
2013-01-01,DEU,FRA,3,21
2013-01-01,USA,BRN,1,1
2013-01-01,CYP,MLT,3,30
2013-01-01,UKR,CHN,2,11
2013-01-01,CYP,NLD,4,8
2013-01-01,MYS,SYR,3,12
2013-01-01,VEN,EUR,1,5
2013-01-01,GBR,HTI,3,30
2013-01-01,MMR,USA,1,1
2013-01-01,JPN,GMB,3,7
2013-01-01,USA,DZA,3,98
2013-01-01,SDN,ETH,3,20
2013-01-01,USA,BRA,12,62
2013-01-01,EUR,LVA,1,10
2013-01-01,FRA,IRQ,1,2
2013-01-01,SAU,BHR,2,8
2013-01-01,USA,MLI,16,102
2013-01-01,ISR,BGR,1,4
2013-01-01,USA,COD,1,8
2013-01-01,AUS,USA,9,55
2013-01-01,IRN,LKA,2,14
2013-01-01,CUB,BRA,4,12
2013-01-01,QAT,DEU,4,30
2013-01-01,RUS,SWE,2,3
2013-01-01,IRQ,CAN,1,1
2013-01-01,YEM,ETH,3,4
2013-01-01,EUR,CZE,2,6
2013-01-01,NGA,USA,6,39
2013-01-01,YEM,ARE,4,15
2013-01-01,PRT,ESP,8,30
2013-01-01,USA,GRC,8,80
2013-01-01,WAF,MLI,1,10
2013-01-01,WST,GBR,3,48
2013-01-01,NGA,GBR,18,353
2013-01-01,MLI,USA,5,102
2013-01-01,RUS,BOL,2,2
2013-01-01,FRA,DZA,3,42
2013-01-01,RWA,COD,2,14
2013-01-01,NZL,MLT,1,5
2013-01-01,MYS,IRL,7,25
2013-01-01,TJK,AFG,1,14
2013-01-01,USA,SVK,1,1
2013-01-01,GBR,NPL,1,2
2013-01-01,SEA,EGY,1,10
2013-01-01,ISR,AUS,3,8
2013-01-01,CAF,USA,1,2
2013-01-01,IRL,AUS,5,22
2013-01-01,CYP,RUS,11,415
2013-01-01,KEN,SSD,13,90
2013-01-01,ISR,EGY,2,25
2013-01-01,AUS,JPN,4,8
2013-01-01,LUX,ESP,2,10
2013-01-01,AGO,USA,1,10
2013-01-01,ECU,USA,13,76
2013-01-01,DEU,ITA,11,80
2013-01-01,AFR,HTI,1,2
2013-01-01,CRI,MEX,2,4
2013-01-01,GBR,ALB,2,8
2013-01-01,AZE,SOM,2,30
2013-01-01,YEM,SWE,2,4
2013-01-01,SYR,ITA,6,39
2013-01-01,CAN,HUN,1,2
2013-01-01,IRN,LBN,2,4
2013-01-01,USA,NLD,9,53
2013-01-01,EUR,SYR,9,101
2013-01-01,CHL,JPN,1,4
2013-01-01,CAN,SYR,3,9
2013-01-01,PRY,USA,1,18
2013-01-01,ITA,MLT,29,161
2013-01-01,ITA,AUS,4,20
2013-01-01,TWN,GMB,2,30
2013-01-01,SOM,USA,18,59
2013-01-01,USA,CRB,1,2
2013-01-01,VEN,ESP,4,6
2013-01-01,GBR,DNK,5,36
2013-01-01,DEU,SVK,1,4
2013-01-01,IRQ,MYS,2,3
2013-01-01,ESP,USA,8,41
2013-01-01,BRA,CPV,1,6
2013-01-01,HTI,BHS,8,90
2013-01-01,MYS,TWN,3,40
2013-01-01,AUS,IND,1,20
2013-01-01,CMR,NGA,8,57
2013-01-01,NAM,ZWE,2,20
2013-01-01,CAN,AUS,9,20
2013-01-01,DEU,CHE,6,17
2013-01-01,GBR,ETH,2,20
2013-01-01,JPN,CAN,1,1
2013-01-01,GBR,KEN,4,28
2013-01-01,AUS,VNM,3,5
2013-01-01,TUN,MLI,2,10
2013-01-01,THA,BGD,3,15
2013-01-01,BLR,RUS,2,10
2013-01-01,USA,SLV,3,5
2013-01-01,VEN,RUS,2,6
2013-01-01,SOM,SSD,2,8
2013-01-01,USA,SSD,16,469
2013-01-01,CAN,BTN,3,3
2013-01-01,BHS,USA,7,100
2013-01-01,EUR,IRN,1,2
2013-01-01,CAN,IRN,1,20
2013-01-01,GBR,SWE,3,3
2013-01-01,MWI,AFR,1,10
2013-01-01,LBN,JPN,3,15
2013-01-01,ZAF,PHL,1,12
2013-01-01,COL,PAN,2,2
2013-01-01,TUR,ISR,5,35
2013-01-01,USA,CYP,20,134
2013-01-01,VNM,KHM,3,12
2013-01-01,ITA,RUS,4,12
2013-01-01,DEU,ETH,1,3
2013-01-01,ESP,MEX,4,4
2013-01-01,ECU,IRQ,6,18
2013-01-01,NPL,CAN,1,10
2013-01-01,DZA,PHL,2,11
2013-01-01,PSE,EGY,1,2
2013-01-01,SYR,EGY,10,114
2013-01-01,QAT,ISR,2,7
2013-01-01,TZA,ZAF,1,2
2013-01-01,FRA,ESP,1,1
2013-01-01,RWA,SSD,1,2
2013-01-01,TUR,TUN,1,8
2013-01-01,ISR,MLT,1,8
2013-01-01,VEN,PRT,3,9
2013-01-01,NOR,CYP,1,3
2013-01-01,AUS,FJI,1,4
2013-01-01,ISR,JPN,2,4
2013-01-01,EUR,MMR,2,20
