year,actor1_country_code,actor2_country_code,event_count,num_mentions
2006-01-01,RUS,JPN,6,28
2006-01-01,USA,FRA,5,15
2006-01-01,MRT,LBN,1,9
2006-01-01,AFR,USA,1,5
2006-01-01,DNK,GBR,1,1
2006-01-01,FRA,COM,2,4
2006-01-01,DNK,SAU,4,21
2006-01-01,FIN,CYP,2,9
2006-01-01,THA,LBN,1,9
2006-01-01,LKA,IDN,2,7
2006-01-01,THA,USA,2,4
2006-01-01,LBY,MLI,2,3
2006-01-01,PGS,KWT,1,5
2006-01-01,USA,CYP,2,7
2006-01-01,KWT,IRQ,2,5
2006-01-01,EGY,LBN,3,36
2006-01-01,MYS,RUS,2,8
2006-01-01,CHN,AFR,2,11
2006-01-01,NGA,GNQ,4,13
2006-01-01,EGY,PSE,3,21
2006-01-01,SGP,IDN,2,14
2006-01-01,TUR,MDA,1,6
2006-01-01,USA,PHL,4,14
2006-01-01,NOR,MDG,1,1
2006-01-01,IDN,PHL,5,10
2006-01-01,JPN,IRQ,7,38
2006-01-01,KOR,LBN,1,7
2006-01-01,MOZ,IDN,1,1
2006-01-01,USA,SAU,5,25
2006-01-01,TUR,GRC,2,4
2006-01-01,AFR,NAM,1,8
2006-01-01,AUS,IRQ,1,2
2006-01-01,ARE,LBN,1,9
2006-01-01,ZWE,MLT,1,2
2006-01-01,EUR,KEN,1,1
2006-01-01,CIV,LBR,4,14
2006-01-01,SDN,ETH,2,20
2006-01-01,TCD,FRA,2,4
2006-01-01,BLR,LBN,1,9
2006-01-01,USA,NZL,2,5
2006-01-01,ISR,DZA,1,18
2006-01-01,TUR,PSE,7,52
2006-01-01,MYS,ARE,1,2
2006-01-01,SLE,GBR,1,6
2006-01-01,AND,ESP,1,6
2006-01-01,NLD,ESP,2,2
2006-01-01,DEU,ISR,1,1
2006-01-01,IRQ,JOR,3,5
2006-01-01,ITA,ALB,1,3
2006-01-01,ESP,EUR,1,3
2006-01-01,AUS,SLB,2,9
2006-01-01,GBR,KEN,2,4
2006-01-01,SWE,USA,1,2
2006-01-01,CHN,TON,1,9
2006-01-01,MAR,LBN,4,27
2006-01-01,FIN,LBN,2,10
2006-01-01,USA,CUB,1,11
2006-01-01,NGA,IDN,1,6
2006-01-01,DJI,DEU,1,1
2006-01-01,TUR,ISR,2,6
2006-01-01,LBN,DZA,2,18
2006-01-01,SAU,EGY,2,7
2006-01-01,LBY,ZMB,2,8
2006-01-01,FJI,ISR,2,2
2006-01-01,AFR,HTI,4,23
2006-01-01,BHR,AFR,3,3
2006-01-01,LBN,ISR,13,39
2006-01-01,GBR,CAN,3,8
2006-01-01,AUS,USA,1,9
2006-01-01,KHM,USA,3,4
2006-01-01,JOR,NGA,1,2
2006-01-01,AUS,LBN,3,13
2006-01-01,AFR,SAU,2,4
2006-01-01,VNM,KHM,2,2
2006-01-01,NOR,DNK,1,2
2006-01-01,RUS,KGZ,1,2
2006-01-01,CAN,TUR,3,7
2006-01-01,JPN,PRK,2,11
2006-01-01,GRC,TUR,4,6
2006-01-01,ISR,KEN,3,7
2006-01-01,PRK,USA,1,6
2006-01-01,RUS,DEU,4,29
2006-01-01,ESP,USA,2,14
2006-01-01,JPN,RUS,2,4
2006-01-01,JPN,PSE,1,4
2006-01-01,YEM,PSE,2,9
2006-01-01,FRA,TJK,3,6
2006-01-01,DJI,ISR,2,7
2006-01-01,AFG,PSE,2,2
2007-01-01,LBN,SAU,2,2
2007-01-01,CHE,EUR,2,6
2007-01-01,NGA,GBR,2,6
2007-01-01,TUN,AFR,3,34
2007-01-01,USA,PER,1,5
2007-01-01,COL,FRA,5,20
2007-01-01,AFG,FRA,4,27
2007-01-01,VNM,LAO,1,1
2007-01-01,FRA,GBR,9,44
2007-01-01,CHN,RUS,8,24
2007-01-01,AFG,PAK,6,31
2007-01-01,LBN,ISR,1,1
2007-01-01,FRA,PHL,2,20
2007-01-01,FRA,MLT,3,7
2007-01-01,SDN,AGO,1,2
2007-01-01,TUR,GBR,2,9
2007-01-01,AFR,YEM,1,9
2007-01-01,VNM,PHL,2,19
2007-01-01,ERI,CAN,2,7
2007-01-01,SAU,LBN,2,6
2007-01-01,JPN,USA,6,12
2007-01-01,GBR,RUS,3,5
2007-01-01,TUR,CHN,2,19
2007-01-01,USA,KOR,1,4
2007-01-01,KEN,UGA,1,5
2007-01-01,CHN,CRI,2,11
2007-01-01,VNM,AFR,3,9
2007-01-01,KOR,IRN,6,12
2007-01-01,AUS,JPN,4,10
2007-01-01,SYR,SDN,1,8
2007-01-01,USA,ZAF,2,5
2007-01-01,ZAF,MOZ,1,4
2007-01-01,IRQ,KWT,2,18
2007-01-01,VNM,USA,1,2
2007-01-01,USA,BHR,4,81
2007-01-01,RUS,GBR,1,2
2007-01-01,UZB,KGZ,2,5
2007-01-01,ETH,SDN,1,18
2007-01-01,GBR,ISR,3,10
2007-01-01,PHL,NGA,6,34
2007-01-01,EUR,TGO,1,9
2007-01-01,CMR,FRA,1,1
2007-01-01,UZB,CHN,1,7
2007-01-01,USA,WAF,6,9
2007-01-01,EUR,CHE,2,6
2007-01-01,LBR,USA,1,7
2007-01-01,TCD,LBY,1,4
2007-01-01,PSE,USA,4,14
2007-01-01,ARG,COL,3,13
2007-01-01,IRQ,GBR,4,27
2007-01-01,UGA,RWA,8,54
2007-01-01,KOR,PRK,18,64
2007-01-01,EUR,MLT,1,5
2007-01-01,RUS,IND,2,2
2007-01-01,FRA,USA,2,7
2007-01-01,MKD,SRB,4,30
2007-01-01,TJK,UZB,1,10
2007-01-01,NMR,BRA,1,10
2007-01-01,USA,RWA,1,1
2007-01-01,PHL,DEU,6,29
2007-01-01,KEN,BDI,1,1
2007-01-01,QAT,MRT,2,4
2007-01-01,BHS,HTI,1,2
2007-01-01,AFG,IRQ,7,23
2007-01-01,CHE,PER,1,4
2007-01-01,AUS,PHL,2,15
2007-01-01,BRA,CHL,12,54
2007-01-01,IRQ,ISR,2,2
2007-01-01,USA,CHE,4,11
2007-01-01,WST,AFR,2,19
2007-01-01,EUR,PRK,1,9
2007-01-01,THA,VNM,2,2
2007-01-01,NZL,AUS,1,18
2007-01-01,SDN,FRA,9,43
2007-01-01,GBR,CAN,1,1
2007-01-01,PAK,USA,3,10
2007-01-01,USA,AUS,20,88
2007-01-01,IRQ,SYR,1,2
2007-01-01,SGP,IRQ,2,9
2007-01-01,CHN,PRK,5,11
2007-01-01,EUR,PSE,4,37
2007-01-01,QAT,NER,1,5
2007-01-01,COD,CHN,2,12
2007-01-01,BEL,EUR,1,7
2007-01-01,CHL,CAN,1,4
2007-01-01,SOM,KEN,4,10
2007-01-01,DEU,ZAF,1,2
2007-01-01,MLT,GRC,5,18
2007-01-01,BOL,CHL,12,54
2007-01-01,ARE,SAU,1,2
2007-01-01,EUR,LBN,1,2
2007-01-01,GBR,ARE,2,9
2007-01-01,ARG,BRA,1,2
2007-01-01,NAM,AGO,1,7
2007-01-01,BRA,MMR,2,19
2007-01-01,CHE,GBR,2,3
2007-01-01,CHL,USA,1,2
2007-01-01,DEU,ESP,4,28
2007-01-01,EUR,KGZ,3,23
2007-01-01,USA,IDN,5,9
2007-01-01,RWA,FRA,2,4
2007-01-01,CAN,USA,11,41
2007-01-01,AUS,MYS,2,14
2007-01-01,ZAF,CHN,2,15
2007-01-01,CAN,FRA,1,2
2007-01-01,CHN,GBR,5,24
2007-01-01,SDN,SOM,2,18
2007-01-01,ESP,NIC,2,19
2007-01-01,POL,NOR,2,4
2007-01-01,UGA,SOM,1,5
2007-01-01,PRK,VNM,4,4
2007-01-01,AUS,SLB,8,23
2007-01-01,CHN,JPN,3,12
2007-01-01,NGA,LBR,1,9
2007-01-01,GRC,FRA,2,18
2007-01-01,THA,EUR,2,10
2007-01-01,BRA,ISR,3,77
2007-01-01,JPN,CHN,3,5
2007-01-01,NOR,AFG,6,24
2007-01-01,USA,DZA,1,3
2007-01-01,NZL,THA,1,5
2007-01-01,GBR,IRN,5,29
2007-01-01,SGP,MMR,2,10
2007-01-01,JOR,FIN,3,7
2007-01-01,NOR,AUS,1,2
2007-01-01,IND,NPL,2,4
2007-01-01,LBN,SYR,1,4
2007-01-01,GRD,GBR,2,8
2007-01-01,ESP,MAR,2,19
2007-01-01,BDI,TZA,2,11
2007-01-01,CAN,BTN,1,2
2007-01-01,RUS,JPN,1,10
2007-01-01,FRA,ITA,5,28
2007-01-01,BDI,SOM,1,2
2007-01-01,DEU,FRA,5,30
2007-01-01,GBR,GRC,2,18
2007-01-01,IRQ,USA,12,89
2007-01-01,DEU,KOR,1,4
2007-01-01,EGY,AFR,1,8
2007-01-01,GBR,KOR,2,5
2007-01-01,LBN,USA,2,2
2007-01-01,EUR,RUS,5,30
2007-01-01,GBR,ESP,2,4
2007-01-01,CAN,VNM,3,16
2007-01-01,NPL,BTN,3,9
2007-01-01,SDN,MOZ,1,2
2007-01-01,SOM,EUR,1,7
2007-01-01,USA,PHL,5,8
2007-01-01,RUS,NZL,1,5
2007-01-01,ISR,IND,1,9
2007-01-01,ARG,PER,1,10
2007-01-01,ARG,BHR,1,2
2007-01-01,PRT,USA,1,4
2007-01-01,ETH,EUR,1,9
2007-01-01,USA,BHS,1,1
2007-01-01,DEU,JPN,6,71
2007-01-01,FRA,AUS,6,19
2007-01-01,THA,CHN,2,7
2007-01-01,RUS,CHN,11,33
2007-01-01,ESP,NLD,13,38
2007-01-01,USA,ISR,1,3
2007-01-01,IND,RUS,1,7
2007-01-01,ESP,ECU,2,19
2007-01-01,EGY,JOR,2,18
2007-01-01,ISR,LUX,1,27
2007-01-01,USA,THA,2,11
2007-01-01,USA,AFR,5,53
2007-01-01,USA,CUB,2,7
2007-01-01,RUS,USA,8,53
2007-01-01,MWI,ZWE,2,9
2007-01-01,USA,CRI,1,14
2007-01-01,JOR,USA,6,10
2007-01-01,RUS,BEL,1,9
2007-01-01,ISR,UGA,2,3
2007-01-01,DZA,MRT,1,10
2007-01-01,GBR,PAK,1,2
2007-01-01,AUS,DEU,4,18
2007-01-01,PSE,GBR,3,9
2007-01-01,ISR,UKR,2,3
2007-01-01,USA,ETH,2,3
2007-01-01,AUS,BHR,3,8
2007-01-01,DEU,NGA,2,3
2007-01-01,IRQ,AFG,3,30
2007-01-01,ESP,PAN,2,2
2007-01-01,ISR,DEU,1,1
2007-01-01,ITA,ESP,8,63
2007-01-01,IRQ,JOR,2,4
2007-01-01,CHN,AUS,4,17
2007-01-01,USA,HND,2,4
2007-01-01,FRA,BEL,1,1
2007-01-01,MWI,SWZ,2,7
2007-01-01,SLV,USA,3,11
2007-01-01,GBR,PER,3,7
2007-01-01,MEX,CHL,11,54
2007-01-01,GBR,NOR,6,18
2007-01-01,EUR,USA,1,4
2007-01-01,BTN,NPL,2,10
2007-01-01,LBY,AFR,4,10
2007-01-01,MMR,THA,2,4
2007-01-01,NZL,CAN,1,9
2007-01-01,MWI,ZMB,1,8
2007-01-01,COD,AFR,1,36
2007-01-01,BHS,CUB,6,20
2007-01-01,YEM,SOM,3,7
2007-01-01,MLT,ESP,12,86
2007-01-01,IND,PAN,1,4
2007-01-01,JOR,PSE,2,9
2007-01-01,HTI,USA,1,3
2007-01-01,SWE,USA,4,10
2007-01-01,MEX,USA,5,20
2007-01-01,GBR,IRQ,8,54
2007-01-01,TCD,AFR,4,19
2007-01-01,USA,VNM,9,13
2007-01-01,DEU,LAO,3,4
2007-01-01,ESP,AFR,1,3
2007-01-01,ESP,FRA,21,84
2007-01-01,BEL,SDN,5,8
2007-01-01,ISR,JOR,1,5
2007-01-01,EUR,GBR,5,22
2007-01-01,AFR,RUS,1,3
2007-01-01,TUR,IDN,2,3
2007-01-01,UKR,GBR,1,9
2007-01-01,CZE,AFG,1,9
2007-01-01,ERI,SDN,2,7
2007-01-01,DNK,USA,1,7
2007-01-01,LBY,FRA,2,4
2007-01-01,ETH,KEN,1,1
2007-01-01,LBR,AFR,2,36
2007-01-01,SOM,ETH,1,2
2007-01-01,LBN,POL,2,4
2007-01-01,HRV,GRC,1,2
2007-01-01,THA,USA,4,16
2007-01-01,CMR,CAF,13,35
2007-01-01,PAN,USA,1,8
2007-01-01,BEL,USA,2,5
2007-01-01,AUS,WAF,1,5
2007-01-01,EUR,MMR,1,20
2007-01-01,HUN,CUB,2,7
2007-01-01,BRA,IRQ,4,33
2007-01-01,JPN,KOR,4,8
2007-01-01,IDN,TMP,5,18
2007-01-01,USA,ITA,9,20
2007-01-01,CHE,LKA,2,6
2007-01-01,ARE,GBR,2,18
2007-01-01,FRA,JPN,11,73
2007-01-01,GBR,EUR,1,2
2007-01-01,RUS,KAZ,3,45
2007-01-01,PAK,CHN,1,3
2007-01-01,RUS,PRK,1,2
2007-01-01,TCD,FRA,13,48
2007-01-01,GBR,AFR,1,1
2007-01-01,LAO,AUS,1,3
2007-01-01,USA,AGO,2,4
2007-01-01,AFR,SOM,1,9
2007-01-01,USA,IRQ,53,316
2007-01-01,EUR,IRQ,4,51
2007-01-01,USA,SLV,6,18
2007-01-01,COL,PER,3,12
2007-01-01,KOR,AFG,11,64
2007-01-01,SEN,TCD,2,4
2007-01-01,CRI,USA,2,9
2007-01-01,USA,NER,2,4
2007-01-01,GBR,JOR,1,3
2007-01-01,NGA,CHN,7,22
2007-01-01,UKR,AFG,3,11
2007-01-01,FRA,JAM,1,7
2007-01-01,AFR,USA,3,8
2007-01-01,WST,NLD,1,5
2007-01-01,GBR,CHN,4,36
2007-01-01,AFR,DEU,1,28
2007-01-01,LTU,JPN,1,12
2007-01-01,DEU,VNM,2,2
2007-01-01,USA,PAK,4,13
2007-01-01,CAN,IRQ,1,1
2007-01-01,ETH,ERI,2,4
2007-01-01,ITA,BEL,1,9
2007-01-01,VNM,PRK,2,5
2007-01-01,NPL,NZL,1,2
2007-01-01,LKA,THA,2,5
2007-01-01,SGP,USA,1,5
2007-01-01,KOR,USA,1,8
2007-01-01,SOM,USA,2,4
2007-01-01,MRT,PAK,2,18
2007-01-01,GBR,CUB,1,3
2007-01-01,VEN,COL,7,21
2007-01-01,ISR,VNM,1,10
2007-01-01,GBR,LKA,4,20
2007-01-01,JPN,PRK,1,6
2007-01-01,DEU,ITA,1,2
2007-01-01,DNK,AUS,3,9
2007-01-01,ZAF,RUS,3,6
2007-01-01,IRQ,DNK,3,19
2007-01-01,CZE,ITA,2,2
2007-01-01,LBY,TCD,7,23
2007-01-01,PSE,ISR,9,44
2007-01-01,USA,PRK,13,104
2007-01-01,IRQ,LBN,3,4
2007-01-01,RUS,SDN,1,9
2007-01-01,EUR,GTM,2,10
2007-01-01,LBR,GHA,1,2
2007-01-01,SYR,PSE,1,18
2007-01-01,CHN,AFR,3,8
2007-01-01,SEN,MRT,2,4
2007-01-01,COL,CRI,1,2
2007-01-01,BEN,TGO,3,14
2007-01-01,SAU,BGD,6,6
2007-01-01,EGY,ITA,2,7
2007-01-01,IRQ,DEU,2,7
2007-01-01,AFG,WST,2,13
2007-01-01,JOR,IRQ,17,95
2007-01-01,PAK,UZB,1,4
2007-01-01,CAN,RUS,2,9
2007-01-01,SGP,AFG,7,32
2007-01-01,SDN,AUS,1,1
2007-01-01,AFR,TCD,4,23
2007-01-01,DEU,GBR,7,32
2007-01-01,COG,USA,1,9
2007-01-01,ETH,SOM,4,8
2007-01-01,EGY,PSE,13,79
2007-01-01,PRT,COG,2,4
2007-01-01,ITA,SEA,1,4
2007-01-01,KEN,GBR,1,27
2007-01-01,BEL,NLD,2,9
2007-01-01,GBR,THA,1,7
2007-01-01,DEU,AFR,2,4
2007-01-01,AUS,TMP,3,13
2007-01-01,IRN,IRQ,9,52
2007-01-01,NOR,CHL,2,2
2007-01-01,PHL,ITA,7,25
2007-01-01,CHN,NZL,2,9
2007-01-01,USA,TJK,1,5
2007-01-01,ZWE,SAF,1,9
2007-01-01,VEN,CHL,11,54
2007-01-01,DEU,USA,1,7
2007-01-01,KOR,AUS,1,2
2007-01-01,AUS,AFR,1,7
2007-01-01,LBY,BGR,5,34
2007-01-01,DEU,TUR,2,8
2007-01-01,MOZ,ZAF,1,1
2007-01-01,AFG,DEU,9,29
2007-01-01,SLV,LAM,2,2
2007-01-01,JPN,NZL,3,9
2007-01-01,GHA,TGO,4,16
2007-01-01,KWT,LBN,6,37
2007-01-01,FRA,LBN,1,9
2007-01-01,KWT,IRQ,1,9
2007-01-01,FRA,EUR,7,43
2007-01-01,BRA,COL,1,5
2007-01-01,HUN,JPN,1,1
2007-01-01,AFR,NAM,1,3
2007-01-01,IDN,AUS,1,3
2007-01-01,SOM,LKA,2,22
2007-01-01,ISR,SDN,2,11
2007-01-01,GBR,EST,1,6
2007-01-01,TCD,EUR,3,18
2007-01-01,RUS,PSE,2,7
2007-01-01,PSE,LBN,1,1
2007-01-01,RUS,AFG,1,9
2007-01-01,MLT,LBY,4,17
2007-01-01,TUR,LBN,1,4
2007-01-01,COG,RWA,1,2
2007-01-01,PAK,SLE,1,9
2007-01-01,ZAF,NAM,1,2
2007-01-01,USA,CAN,9,25
2007-01-01,MYS,THA,4,13
2007-01-01,USA,TUR,2,11
2007-01-01,GBR,ZWE,1,2
2007-01-01,UKR,KGZ,2,9
2007-01-01,TZA,BDI,12,73
2007-01-01,DNK,IRQ,9,65
2007-01-01,ISR,ETH,6,45
2007-01-01,JPN,ZWE,1,9
2007-01-01,ZAF,DEU,1,21
2007-01-01,USA,BGD,21,96
2007-01-01,MOZ,GBR,4,6
2007-01-01,LBN,CAN,1,1
2007-01-01,SDN,EGY,3,5
2007-01-01,USA,LBN,6,19
2007-01-01,USA,NIC,13,57
2007-01-01,JPN,SDN,1,9
2007-01-01,BRA,LBN,3,9
2007-01-01,PHL,IDN,4,28
2007-01-01,ISR,POL,2,4
2007-01-01,PAK,IRN,4,26
2007-01-01,CHN,NPL,1,3
2007-01-01,ITA,AFR,4,22
2007-01-01,IRL,GBR,1,10
2007-01-01,SEA,USA,2,9
2007-01-01,BGD,IND,1,5
2007-01-01,WST,RUS,2,6
2007-01-01,AUS,IDN,6,30
2007-01-01,IRQ,AUS,1,2
2007-01-01,GBR,IDN,1,1
2007-01-01,IRQ,TUR,3,13
2007-01-01,GBR,DEU,1,9
2007-01-01,SDN,ITA,1,2
2007-01-01,CHN,KHM,3,9
2007-01-01,NOR,ISR,4,20
2007-01-01,CHN,PAK,3,13
2007-01-01,PRK,AFG,1,8
2007-01-01,THA,LAO,8,13
2007-01-01,ESP,MLT,4,18
2007-01-01,MEX,CAN,1,8
2007-01-01,AFR,MYS,1,3
2007-01-01,VNM,AFG,2,9
2007-01-01,USA,MDV,1,7
2007-01-01,DOM,USA,2,3
2007-01-01,SOM,TZA,2,2
2007-01-01,LKA,GBR,1,2
2007-01-01,GRC,TUR,2,3
2007-01-01,BWA,KEN,2,9
2007-01-01,BDI,EGY,1,1
2007-01-01,CUB,USA,4,9
2007-01-01,ESP,GBR,1,9
2007-01-01,ZAF,CAN,1,4
2007-01-01,FRA,ESP,7,31
2007-01-01,AFR,MWI,2,13
2007-01-01,RWA,TZA,4,8
2007-01-01,BGD,MMR,2,9
2007-01-01,SAU,SOM,2,14
2007-01-01,SOM,RWA,1,1
2007-01-01,JPN,KWT,10,51
2007-01-01,USA,HTI,9,53
2007-01-01,USA,DJI,2,15
2007-01-01,KHM,VNM,3,18
2007-01-01,CAN,SYR,5,12
2007-01-01,JOR,EGY,2,18
2007-01-01,JPN,LKA,3,6
2007-01-01,KEN,SOM,1,6
2007-01-01,ZAF,COG,1,2
2007-01-01,ESP,CAN,2,13
2007-01-01,AFR,MOZ,1,10
2007-01-01,USA,GHA,1,2
2007-01-01,ISR,PSE,13,146
2007-01-01,EUR,SDN,1,4
2007-01-01,ZWE,AFR,1,1
2007-01-01,VNM,AUS,1,2
2007-01-01,IRQ,CHL,3,14
2007-01-01,LBR,CHL,1,2
2007-01-01,ECU,COL,2,3
2007-01-01,DZA,UGA,1,1
2007-01-01,MKD,ALB,4,8
2007-01-01,CHN,USA,4,14
2007-01-01,RUS,BGR,1,4
2007-01-01,USA,GBR,13,67
2007-01-01,SAF,ZWE,3,19
2007-01-01,IND,CHN,1,6
2007-01-01,IDN,MYS,5,20
2007-01-01,TUR,GRC,3,6
2007-01-01,AUS,NZL,9,30
2007-01-01,USA,ZWE,4,8
2007-01-01,TCD,SDN,17,101
2007-01-01,USA,UGA,2,4
2007-01-01,AFR,NGA,2,8
2007-01-01,AFR,PRT,1,9
2007-01-01,MYS,TUR,1,9
2007-01-01,AFR,ESP,2,2
2007-01-01,ESP,TCD,1,1
2007-01-01,ITA,GBR,2,19
2007-01-01,RUS,CAN,2,9
2007-01-01,ZAF,AFG,1,6
2007-01-01,SDN,RWA,1,9
2007-01-01,YEM,USA,1,1
2007-01-01,FRA,POL,3,12
2007-01-01,TUR,ETH,1,10
2007-01-01,LBN,PSE,9,37
2007-01-01,RUS,DEU,2,9
2007-01-01,DZA,TUN,1,5
2007-01-01,VNM,CHN,2,9
2007-01-01,BOL,PER,4,13
2007-01-01,NPL,CAN,4,19
2007-01-01,CAN,IRN,4,15
2007-01-01,AFG,ITA,2,13
2007-01-01,USA,CHN,10,41
2007-01-01,THA,MMR,2,4
2007-01-01,ITA,CAN,1,3
2007-01-01,CHE,SGP,9,25
2007-01-01,IRN,USA,5,28
2007-01-01,EUR,MDV,1,9
2007-01-01,JPN,PSE,6,28
2007-01-01,SWE,IDN,1,3
2007-01-01,USA,PSE,3,27
2007-01-01,MLI,DZA,1,2
2007-01-01,ISR,GBR,2,4
2007-01-01,CAF,SDN,2,4
2007-01-01,ITA,AFG,12,53
2007-01-01,PAN,PHL,1,1
2007-01-01,NOR,GBR,2,12
2007-01-01,USA,NZL,2,16
2007-01-01,SAU,IDN,1,5
2007-01-01,COL,CHL,11,54
2007-01-01,FRA,TCD,5,15
2007-01-01,AUT,IRQ,1,2
2007-01-01,MRT,ESP,1,10
2007-01-01,ZAF,MYS,1,6
2007-01-01,GBR,USA,13,41
2007-01-01,DNK,CHL,1,4
2007-01-01,THA,GBR,2,11
2007-01-01,MOZ,NAM,1,5
2007-01-01,SAU,GHA,1,4
2007-01-01,VNM,DZA,1,14
2007-01-01,GBR,ITA,4,10
2007-01-01,ERI,ETH,1,2
2007-01-01,AUS,FRA,3,9
2007-01-01,CHE,MLI,1,1
2007-01-01,PAK,AFG,29,187
2007-01-01,CAN,AFG,11,69
2007-01-01,ITA,USA,5,29
2007-01-01,JAM,HTI,2,8
2007-01-01,WST,ITA,2,9
2007-01-01,USA,EUR,2,27
2007-01-01,KOR,CHN,2,2
2007-01-01,EUR,ARM,1,9
2007-01-01,IRN,CHN,1,2
2007-01-01,KWT,JPN,1,9
2007-01-01,ESP,ISL,2,4
2007-01-01,COL,ESP,1,3
2007-01-01,RUS,TKM,2,9
2007-01-01,SEA,ISR,1,3
2007-01-01,CHN,COD,3,13
2007-01-01,FRA,RUS,1,4
2007-01-01,IRQ,IRN,6,33
2007-01-01,FRA,CAF,1,1
2007-01-01,JPN,PAK,2,5
2007-01-01,MDA,IRQ,1,4
2007-01-01,KWT,USA,1,10
2007-01-01,SYR,LBN,1,2
2007-01-01,FRA,SYR,1,1
2007-01-01,GRC,AUS,1,9
2007-01-01,FJI,AUS,2,16
2007-01-01,FSM,AFG,5,21
2007-01-01,MLI,AFR,1,4
2007-01-01,CAN,TUR,1,2
2007-01-01,GRC,VCT,4,15
2007-01-01,ZAF,ARG,5,39
2007-01-01,FRA,PSE,1,1
2007-01-01,NZL,IDN,1,2
2007-01-01,ECU,CHL,11,54
2007-01-01,CUB,CHN,1,5
2007-01-01,USA,NPL,2,6
2007-01-01,FRA,DEU,6,37
2007-01-01,USA,TZA,1,8
2007-01-01,PER,MEX,1,2
2007-01-01,PHL,USA,1,1
2007-01-01,PAK,IRQ,1,1
2007-01-01,JPN,IRQ,5,25
2007-01-01,IRQ,BRA,2,38
2007-01-01,KHM,THA,2,9
2007-01-01,DNK,TUR,4,8
2007-01-01,ZAF,AFR,13,70
2007-01-01,USA,MYS,1,1
2007-01-01,RWA,SDN,4,20
2007-01-01,PRT,COD,2,6
2007-01-01,DZA,GBR,1,9
2007-01-01,AFG,USA,5,21
2007-01-01,ESP,PAK,4,38
2007-01-01,AFR,CHN,1,3
2007-01-01,BDI,AFR,1,36
2007-01-01,DEU,IRQ,1,1
2007-01-01,USA,LKA,1,2
2007-01-01,FRA,CIV,1,9
2007-01-01,COG,AFR,3,8
2007-01-01,JPN,PHL,6,30
2007-01-01,ZAF,COD,11,34
2007-01-01,DEU,AFG,5,19
2007-01-01,UGA,ZMB,1,8
2007-01-01,POL,RUS,2,3
2007-01-01,ESP,USA,1,11
2007-01-01,NGA,PHL,3,9
2007-01-01,GBR,FRA,3,9
2007-01-01,EUR,NGA,1,10
2007-01-01,LBY,IRQ,1,2
2007-01-01,SGP,CHN,1,9
2007-01-01,EUR,ETH,1,10
2007-01-01,AFR,AFG,1,3
2007-01-01,DNK,GTM,1,2
2007-01-01,ERI,SOM,2,6
2007-01-01,MEX,DEU,4,45
2007-01-01,UGA,COD,3,8
2007-01-01,AUS,IRL,1,9
2007-01-01,BRA,PSE,7,68
2007-01-01,ISR,LBN,3,19
2007-01-01,CAN,ITA,1,4
2007-01-01,QAT,GBR,2,9
2007-01-01,TUR,IRQ,5,18
2007-01-01,OMN,IRN,3,15
2007-01-01,USA,RUS,3,9
2007-01-01,ESP,LBY,2,18
2007-01-01,SYR,FIN,2,7
2007-01-01,GBR,PHL,3,9
2007-01-01,USA,DOM,6,164
2007-01-01,AUS,GBR,6,22
2007-01-01,YEM,AUS,2,2
2007-01-01,NZL,SLB,1,2
2007-01-01,WST,YEM,2,9
2007-01-01,ARE,MYS,1,2
2007-01-01,TUR,USA,1,12
2007-01-01,MDV,GBR,7,22
2007-01-01,USA,AFG,15,43
2007-01-01,FRA,SDN,19,77
2007-01-01,CHN,THA,3,16
2007-01-01,CHN,KOR,3,7
2007-01-01,GBR,AFG,8,27
2007-01-01,EGY,IRQ,12,45
2007-01-01,LKA,AUS,1,2
2007-01-01,JOR,SYR,4,19
2007-01-01,RWA,VNM,1,2
2007-01-01,CHN,NGA,5,12
2007-01-01,AFG,KOR,13,50
2007-01-01,PHL,CHL,3,6
2007-01-01,SEN,AFR,1,1
2007-01-01,BFA,USA,1,3
2007-01-01,TUR,HTI,2,19
2007-01-01,RWA,BDI,1,9
2007-01-01,MLT,LTU,2,9
2007-01-01,USA,POL,2,9
2007-01-01,PRT,GBR,1,9
2007-01-01,GBR,AUS,5,16
2007-01-01,CHN,AFG,1,2
2007-01-01,FRA,KEN,1,2
2007-01-01,CAN,NZL,3,7
2007-01-01,USA,SYR,2,5
2007-01-01,PER,ARG,1,10
2007-01-01,USA,IRN,4,15
2007-01-01,SEA,ITA,4,17
2007-01-01,PAK,KOR,3,8
2007-01-01,CUB,HUN,2,6
2007-01-01,EGY,ISR,2,3
2007-01-01,SDN,CAF,1,12
2007-01-01,CHN,RWA,3,13
2007-01-01,EUR,BEL,5,23
2007-01-01,PRK,KHM,2,10
2007-01-01,AFR,AUS,2,4
2007-01-01,WST,KOR,1,1
2007-01-01,CZE,DEU,1,18
2007-01-01,PNG,AUS,1,18
2007-01-01,KEN,USA,3,8
2007-01-01,VEN,CUB,1,3
2007-01-01,ITA,TUN,2,19
2007-01-01,SDN,TCD,9,47
2007-01-01,JPN,LTU,3,12
2007-01-01,GBR,ETH,7,24
2007-01-01,CHN,SEA,1,5
2007-01-01,USA,MEX,13,83
2007-01-01,SOM,FRA,2,2
2007-01-01,SGP,PER,1,10
2007-01-01,PHL,CHN,6,10
2007-01-01,SAS,IND,2,10
2007-01-01,USA,COD,2,9
2007-01-01,USA,BDI,2,4
2007-01-01,VNM,CUB,1,2
2007-01-01,JPN,ZAF,1,9
