year,action_country_code,event_count,total_num_mentions
2003-01-01,UG,9678,48345
2003-01-01,UK,18227,81156
2003-01-01,UP,2266,12146
2003-01-01,US,64340,291941
2003-01-01,UV,210,927
2003-01-01,UY,138,565
2003-01-01,UZ,1601,7780
2003-01-01,VC,4,9
2003-01-01,VE,2049,10904
2003-01-01,VI,33,122
2003-01-01,VM,3011,15703
2003-01-01,VQ,8,30
2003-01-01,VT,25,86
2003-01-01,WA,1327,4484
2003-01-01,WE,7985,33878
2003-01-01,WI,24,91
2003-01-01,WQ,2,10
2003-01-01,WS,38,177
2003-01-01,WZ,325,1814
2003-01-01,YI,276,1128
2003-01-01,YM,2164,10178
2003-01-01,ZA,2035,8141
2003-01-01,ZI,5713,29305
2004-01-01,AA,8,45
2004-01-01,AC,20,73
2004-01-01,AE,544,2098
2004-01-01,AF,19725,98549
2004-01-01,AG,1955,8445
2004-01-01,AJ,1554,8319
2004-01-01,AL,2193,9252
2004-01-01,AM,1103,5542
2004-01-01,AO,783,2958
2004-01-01,AQ,1,4
2004-01-01,AR,780,3074
2004-01-01,AS,4315,18574
2004-01-01,AU,690,2931
2004-01-01,AY,1,9
2004-01-01,BA,355,1865
2004-01-01,BB,90,373
2004-01-01,BC,451,1810
2004-01-01,BD,79,293
2004-01-01,BE,1922,8453
2004-01-01,BF,148,652
2004-01-01,BG,2696,13874
2004-01-01,BH,23,121
2004-01-01,BK,1871,8322
2004-01-01,BL,243,1423
2004-01-01,BM,1511,7248
2004-01-01,BN,206,951
2004-01-01,BO,1222,6662
2004-01-01,BP,262,1661
2004-01-01,BR,1655,6955
2004-01-01,BT,196,1296
2004-01-01,BU,1478,6099
2004-01-01,BX,51,287
2004-01-01,BY,1828,9731
2004-01-01,CA,2345,9698
2004-01-01,CB,1215,5655
2004-01-01,CD,951,4310
2004-01-01,CE,2080,11562
2004-01-01,CF,224,1002
2004-01-01,CG,1955,8343
2004-01-01,CH,9767,50389
2004-01-01,CI,780,3783
2004-01-01,CJ,24,107
2004-01-01,CM,390,1666
2004-01-01,CN,29,133
2004-01-01,CO,4954,21996
2004-01-01,CQ,928,4231
2004-01-01,CS,219,786
2004-01-01,CT,350,1576
2004-01-01,CU,2238,9150
2004-01-01,CV,14,60
2004-01-01,CW,5,32
2004-01-01,CY,587,2333
2004-01-01,DA,885,3631
2004-01-01,DJ,378,2121
2004-01-01,DO,26,92
2004-01-01,DR,311,1337
2004-01-01,EC,366,1753
2004-01-01,EG,5273,22988
2004-01-01,EI,1144,5103
2004-01-01,EK,929,3785
2004-01-01,EN,251,1180
2004-01-01,ER,508,2384
2004-01-01,ES,341,1262
2004-01-01,ET,1555,7067
2004-01-01,EZ,1236,5187
2004-01-01,FG,2,7
2004-01-01,FI,281,1139
2004-01-01,FJ,428,2312
2004-01-01,FM,256,1230
2004-01-01,FO,1,6
2004-01-01,FP,14,47
2004-01-01,FR,10242,45227
2004-01-01,GA,368,1515
2004-01-01,GB,87,416
2004-01-01,GG,1524,7919
2004-01-01,GH,1261,5165
2004-01-01,GI,37,183
2004-01-01,GJ,213,957
2004-01-01,GL,15,66
2004-01-01,GM,5406,23302
2004-01-01,GP,5,18
2004-01-01,GQ,21,83
2004-01-01,GR,1150,4601
2004-01-01,GT,432,1642
2004-01-01,GV,241,1018
2004-01-01,GY,300,1202
2004-01-01,GZ,5962,28166
2004-01-01,HA,4744,22842
2004-01-01,HK,655,3441
2004-01-01,HO,455,2053
2004-01-01,HR,2379,9997
2004-01-01,HU,907,4247
2004-01-01,IC,36,189
2004-01-01,ID,10012,53192
2004-01-01,IN,7883,41322
2004-01-01,IR,8437,38519
2004-01-01,IS,39974,241513
2004-01-01,IT,5469,23599
2004-01-01,IV,2315,10609
2004-01-01,IZ,74728,400565
2004-01-01,JA,8121,39008
2004-01-01,JE,27,94
2004-01-01,JM,636,3043
2004-01-01,JO,3492,14086
2004-01-01,KE,8112,34296
2004-01-01,KG,698,3606
2004-01-01,KN,2253,10789
2004-01-01,KR,5,30
2004-01-01,KS,2786,15107
2004-01-01,KT,1,6
2004-01-01,KU,1210,4614
2004-01-01,KV,216,634
2004-01-01,KZ,751,3530
2004-01-01,LA,299,1230
2004-01-01,LE,3259,13772
2004-01-01,LG,360,1787
2004-01-01,LH,312,1539
2004-01-01,LI,1265,5658
2004-01-01,LO,593,2629
2004-01-01,LS,9,30
2004-01-01,LT,58,265
2004-01-01,LU,65,275
2004-01-01,LY,1597,6494
2004-01-01,MA,86,447
2004-01-01,MB,13,40
2004-01-01,MC,34,156
2004-01-01,MD,523,2385
2004-01-01,MF,1,9
2004-01-01,MG,50,259
2004-01-01,MH,13,49
2004-01-01,MI,464,2183
2004-01-01,MJ,353,1434
2004-01-01,MK,979,3953
2004-01-01,ML,215,1023
2004-01-01,MN,16,62
2004-01-01,MO,2258,10095
2004-01-01,MP,35,208
2004-01-01,MR,260,1286
2004-01-01,MT,49,235
2004-01-01,MU,116,456
2004-01-01,MV,120,838
2004-01-01,MX,2808,11638
2004-01-01,MY,2786,13538
2004-01-01,MZ,1002,3563
2004-01-01,NC,10,46
2004-01-01,NE,13,59
2004-01-01,NF,12,79
2004-01-01,NG,286,1440
2004-01-01,NH,43,245
2004-01-01,NI,16261,67158
2004-01-01,NL,2517,10401
2004-01-01,NO,1128,5356
2004-01-01,NP,6792,43787
2004-01-01,NR,45,249
2004-01-01,NS,89,328
2004-01-01,NT,35,150
2004-01-01,NU,223,931
2004-01-01,NZ,661,2853
2004-01-01,OC,93,478
2004-01-01,OD,25,73
2004-01-01,OS,225,1017
2004-01-01,PA,194,1054
2004-01-01,PC,25,108
2004-01-01,PE,1029,4375
2004-01-01,PG,55,190
2004-01-01,PK,20157,97517
2004-01-01,PL,2241,10680
2004-01-01,PM,208,845
2004-01-01,PO,649,2820
2004-01-01,PP,236,1212
2004-01-01,PS,18,132
2004-01-01,PU,166,597
2004-01-01,QA,1520,6334
2004-01-01,RB,4369,18438
2004-01-01,RE,3,9
2004-01-01,RI,1388,5018
2004-01-01,RM,12,46
2004-01-01,RO,857,3420
2004-01-01,RP,6790,30670
2004-01-01,RQ,139,607
2004-01-01,RS,25012,121815
2004-01-01,RW,3790,18057
2004-01-01,SA,8334,45055
2004-01-01,SB,3,4
2004-01-01,SC,9,48
2004-01-01,SE,88,280
2004-01-01,SF,6536,22853
2004-01-01,SG,345,1619
2004-01-01,SH,3,8
2004-01-01,SI,210,1118
2004-01-01,SL,774,3477
2004-01-01,SN,729,3749
2004-01-01,SO,1872,8732
2004-01-01,SP,6204,27068
2004-01-01,ST,32,149
2004-01-01,SU,6620,32560
2004-01-01,SW,1707,7581
2004-01-01,SY,2998,13845
2004-01-01,SZ,1122,4629
2004-01-01,TD,610,2330
2004-01-01,TH,5956,33547
2004-01-01,TI,1543,7207
2004-01-01,TK,3,7
2004-01-01,TN,53,270
2004-01-01,TO,175,781
2004-01-01,TP,12,77
2004-01-01,TS,480,1902
2004-01-01,TT,390,1596
2004-01-01,TU,8121,38729
2004-01-01,TV,7,29
2004-01-01,TW,2245,14098
2004-01-01,TX,401,1808
2004-01-01,TZ,1390,5895
2004-01-01,UG,8623,39934
2004-01-01,UK,14496,60718
2004-01-01,UP,3147,15126
2004-01-01,US,59996,266544
2004-01-01,UV,211,889
2004-01-01,UY,118,502
2004-01-01,UZ,2596,14110
2004-01-01,VC,8,22
2004-01-01,VE,1579,6908
2004-01-01,VI,15,56
2004-01-01,VM,2552,11308
2004-01-01,VQ,4,25
2004-01-01,VT,21,76
2004-01-01,WA,1287,4290
2004-01-01,WE,7070,30573
2004-01-01,WI,49,139
2004-01-01,WQ,2,10
2004-01-01,WS,58,245
2004-01-01,WZ,102,524
2004-01-01,YI,125,493
2004-01-01,YM,2085,9336
2004-01-01,ZA,2065,8031
2004-01-01,ZI,4573,19818
2005-01-01,AA,101,584
2005-01-01,AC,37,138
2005-01-01,AE,336,1409
2005-01-01,AF,16126,79651
2005-01-01,AG,1680,7440
2005-01-01,AJ,1726,8659
2005-01-01,AL,1302,4808
2005-01-01,AM,725,2776
2005-01-01,AN,5,17
2005-01-01,AO,475,1902
2005-01-01,AQ,7,33
2005-01-01,AR,871,3708
2005-01-01,AS,4490,20459
2005-01-01,AU,873,3434
2005-01-01,AV,3,7
2005-01-01,AY,7,16
2005-01-01,BA,232,1028
2005-01-01,BB,90,380
2005-01-01,BC,537,2217
2005-01-01,BD,98,403
2005-01-01,BE,1356,5634
2005-01-01,BF,75,214
2005-01-01,BG,3227,16888
2005-01-01,BH,49,217
2005-01-01,BK,1511,6039
2005-01-01,BL,253,1627
2005-01-01,BM,1204,5651
2005-01-01,BN,216,878
2005-01-01,BO,1147,5185
2005-01-01,BP,193,1000
2005-01-01,BR,2492,10619
2005-01-01,BT,73,335
2005-01-01,BU,946,4105
2005-01-01,BX,60,300
2005-01-01,BY,1120,5872
2005-01-01,CA,1958,8699
2005-01-01,CB,1204,5359
2005-01-01,CD,696,3131
2005-01-01,CE,2765,15709
2005-01-01,CF,296,1302
2005-01-01,CG,1112,5028
2005-01-01,CH,7209,35942
2005-01-01,CI,720,3118
2005-01-01,CJ,29,124
2005-01-01,CM,737,2776
2005-01-01,CN,44,190
2005-01-01,CO,3866,20417
2005-01-01,CQ,884,3863
2005-01-01,CS,140,540
2005-01-01,CT,147,567
2005-01-01,CU,1523,6442
2005-01-01,CV,14,63
2005-01-01,CW,4,16
2005-01-01,CY,390,1602
2005-01-01,DA,741,3111
2005-01-01,DJ,312,2171
2005-01-01,DO,21,88
2005-01-01,DR,172,782
2005-01-01,EC,349,1894
2005-01-01,EG,6000,28406
2005-01-01,EI,1226,5453
2005-01-01,EK,174,826
2005-01-01,EN,130,625
2005-01-01,ER,618,3196
2005-01-01,ES,253,974
2005-01-01,ET,2283,13478
2005-01-01,EZ,970,3780
2005-01-01,FG,3,19
2005-01-01,FI,250,1218
2005-01-01,FJ,384,1788
2005-01-01,FM,316,1685
2005-01-01,FO,6,18
2005-01-01,FP,18,82
2005-01-01,FR,7064,33039
2005-01-01,GA,481,1871
2005-01-01,GB,80,373
2005-01-01,GG,655,3162
2005-01-01,GH,936,3644
2005-01-01,GI,17,76
2005-01-01,GJ,81,265
2005-01-01,GK,9,43
2005-01-01,GL,8,68
2005-01-01,GM,4541,19021
2005-01-01,GP,7,123
2005-01-01,GQ,20,83
2005-01-01,GR,1283,5273
2005-01-01,GT,489,1895
2005-01-01,GV,246,1077
2005-01-01,GY,177,733
2005-01-01,GZ,3077,14504
2005-01-01,HA,1993,8899
2005-01-01,HK,630,3325
2005-01-01,HO,264,1016
2005-01-01,HR,2243,8694
2005-01-01,HU,417,1673
2005-01-01,IC,21,135
2005-01-01,ID,6916,35073
2005-01-01,IN,5296,26495
2005-01-01,IR,5701,25986
2005-01-01,IS,21920,124511
2005-01-01,IT,4991,20658
2005-01-01,IV,1127,4989
2005-01-01,IZ,52368,290211
2005-01-01,JA,4691,21847
2005-01-01,JE,23,91
2005-01-01,JM,383,1763
2005-01-01,JO,2778,12372
2005-01-01,KE,7846,33630
2005-01-01,KG,1722,8574
2005-01-01,KN,1050,5181
2005-01-01,KR,3,13
2005-01-01,KS,1566,8178
2005-01-01,KT,1,3
2005-01-01,KU,1545,8088
2005-01-01,KV,123,516
2005-01-01,KZ,693,3014
2005-01-01,LA,112,478
2005-01-01,LE,5232,21138
2005-01-01,LG,270,1167
2005-01-01,LH,179,651
2005-01-01,LI,1411,5800
2005-01-01,LO,389,1619
2005-01-01,LS,4,14
2005-01-01,LT,25,85
2005-01-01,LU,85,374
2005-01-01,LY,680,2968
2005-01-01,MA,62,262
2005-01-01,MB,16,77
2005-01-01,MC,39,161
2005-01-01,MD,352,1441
2005-01-01,MG,62,279
2005-01-01,MH,6,28
2005-01-01,MI,441,2286
2005-01-01,MJ,325,1162
2005-01-01,MK,772,2950
2005-01-01,ML,117,429
2005-01-01,MN,52,398
2005-01-01,MO,1647,6601
2005-01-01,MP,49,201
2005-01-01,MR,390,1963
2005-01-01,MT,50,169
2005-01-01,MU,103,529
2005-01-01,MV,124,684
2005-01-01,MX,3088,17375
2005-01-01,MY,2202,10238
2005-01-01,MZ,752,2706
2005-01-01,NC,4,36
2005-01-01,NG,342,1500
2005-01-01,NH,27,176
2005-01-01,NI,10488,41844
2005-01-01,NL,2732,11013
2005-01-01,NO,628,2818
2005-01-01,NP,6407,40014
2005-01-01,NR,14,63
2005-01-01,NS,91,468
2005-01-01,NT,3,10
2005-01-01,NU,243,1236
2005-01-01,NZ,522,2261
2005-01-01,OC,109,491
2005-01-01,OD,10,14
2005-01-01,OS,173,633
2005-01-01,PA,151,644
2005-01-01,PE,1029,4949
2005-01-01,PG,5,16
2005-01-01,PK,13436,60863
2005-01-01,PL,1556,6980
2005-01-01,PM,178,741
2005-01-01,PO,821,4005
2005-01-01,PP,214,1045
2005-01-01,PS,12,67
2005-01-01,PU,115,546
2005-01-01,QA,439,1899
2005-01-01,RB,3199,11533
2005-01-01,RE,1,2
2005-01-01,RI,1087,3608
2005-01-01,RM,12,55
2005-01-01,RO,1095,4386
2005-01-01,RP,5579,24076
2005-01-01,RQ,140,618
2005-01-01,RS,15926,72032
2005-01-01,RW,2525,11400
2005-01-01,SA,4256,22235
2005-01-01,SC,2,13
2005-01-01,SE,141,456
2005-01-01,SF,4772,17139
2005-01-01,SG,344,1591
2005-01-01,SH,6,13
2005-01-01,SI,162,766
2005-01-01,SL,655,2765
2005-01-01,SM,25,177
2005-01-01,SN,781,3639
2005-01-01,SO,1782,8173
2005-01-01,SP,3864,16441
2005-01-01,ST,47,253
2005-01-01,SU,4152,20537
2005-01-01,SV,2,2
2005-01-01,SW,1263,4806
2005-01-01,SY,6012,25358
2005-01-01,SZ,1093,4394
2005-01-01,TD,416,1652
2005-01-01,TH,5058,30021
2005-01-01,TI,1226,5431
2005-01-01,TK,2,6
2005-01-01,TL,2,7
2005-01-01,TN,55,290
2005-01-01,TO,664,3999
2005-01-01,TP,19,91
2005-01-01,TS,442,1840
2005-01-01,TT,129,495
2005-01-01,TU,6969,31626
2005-01-01,TW,798,4085
2005-01-01,TX,235,972
2005-01-01,TZ,1331,6410
2005-01-01,UG,7169,30773
2005-01-01,UK,14959,68462
2005-01-01,UP,2370,11154
2005-01-01,US,45469,192038
2005-01-01,UV,80,293
2005-01-01,UY,62,252
2005-01-01,UZ,2954,14172
2005-01-01,VC,6,28
2005-01-01,VE,1243,4597
2005-01-01,VI,3,7
2005-01-01,VM,1421,6157
2005-01-01,VQ,11,66
2005-01-01,VT,56,206
2005-01-01,WA,1438,4918
2005-01-01,WE,4606,20572
2005-01-01,WI,80,280
2005-01-01,WQ,2,10
2005-01-01,WS,30,104
2005-01-01,WZ,129,655
2005-01-01,YI,166,616
2005-01-01,YM,1310,7011
2005-01-01,ZA,1386,5105
2005-01-01,ZI,3410,15079
2006-01-01,AA,46,279
2006-01-01,AC,11,69
2006-01-01,AE,912,4011
2006-01-01,AF,44166,281552
2006-01-01,AG,1751,8151
2006-01-01,AJ,1311,5911
2006-01-01,AL,1323,5580
2006-01-01,AM,955,4235
2006-01-01,AN,3,13
2006-01-01,AO,501,1931
2006-01-01,AQ,10,29
2006-01-01,AR,1111,4543
2006-01-01,AS,7832,40669
2006-01-01,AU,1501,7189
2006-01-01,AV,8,37
2006-01-01,AY,20,87
2006-01-01,BA,343,2042
2006-01-01,BB,48,204
2006-01-01,BC,825,3330
2006-01-01,BD,313,1504
2006-01-01,BE,2259,12251
2006-01-01,BF,245,1034
2006-01-01,BG,5166,29586
2006-01-01,BH,33,148
2006-01-01,BK,1690,7256
2006-01-01,BL,488,2511
2006-01-01,BM,1529,8154
2006-01-01,BN,208,1089
2006-01-01,BO,2447,12341
2006-01-01,BP,212,1129
2006-01-01,BR,2936,17672
2006-01-01,BT,124,707
2006-01-01,BU,809,3597
2006-01-01,BX,85,447
2006-01-01,BY,1057,5650
2006-01-01,CA,8252,47030
2006-01-01,CB,1298,6374
2006-01-01,CD,3092,16326
2006-01-01,CE,12589,92128
2006-01-01,CF,838,3770
2006-01-01,CG,3515,17236
2006-01-01,CH,14446,89351
2006-01-01,CI,1155,7085
2006-01-01,CJ,24,144
2006-01-01,CM,626,2843
2006-01-01,CN,75,343
2006-01-01,CO,2872,14210
2006-01-01,CQ,1195,5850
2006-01-01,CS,125,427
2006-01-01,CT,753,3292
2006-01-01,CU,2144,10164
2006-01-01,CV,26,145
2006-01-01,CW,15,79
2006-01-01,CY,540,2404
2006-01-01,DA,2033,10671
2006-01-01,DJ,547,3041
2006-01-01,DO,22,86
2006-01-01,DR,90,392
2006-01-01,EC,458,2388
2006-01-01,EG,6855,35534
2006-01-01,EI,1777,9032
2006-01-01,EK,83,387
2006-01-01,EN,219,890
2006-01-01,ER,653,3838
2006-01-01,ES,179,720
2006-01-01,ET,4367,22288
2006-01-01,EZ,1016,4366
2006-01-01,FG,18,66
2006-01-01,FI,557,2777
2006-01-01,FJ,934,6568
2006-01-01,FK,4,17
2006-01-01,FM,528,2685
2006-01-01,FO,2,4
2006-01-01,FP,7,22
2006-01-01,FR,10712,55616
2006-01-01,GA,1157,4955
2006-01-01,GB,72,321
2006-01-01,GG,1800,8709
2006-01-01,GH,1408,5579
2006-01-01,GI,32,149
2006-01-01,GJ,255,1136
2006-01-01,GK,7,35
2006-01-01,GL,26,135
2006-01-01,GM,6859,32194
2006-01-01,GP,8,44
2006-01-01,GQ,34,214
2006-01-01,GR,1767,8533
2006-01-01,GT,526,2548
2006-01-01,GV,348,1781
2006-01-01,GY,379,1872
2006-01-01,GZ,7400,40239
2006-01-01,HA,1267,7325
2006-01-01,HK,851,4985
2006-01-01,HO,223,1011
2006-01-01,HR,1851,6724
2006-01-01,HU,825,5171
2006-01-01,IC,72,535
2006-01-01,ID,7714,42771
2006-01-01,IM,17,51
2006-01-01,IN,16818,97507
2006-01-01,IO,1,9
2006-01-01,IR,15221,77282
2006-01-01,IS,70706,523617
2006-01-01,IT,6534,30521
2006-01-01,IV,962,5330
2006-01-01,IZ,85553,620100
2006-01-01,JA,6927,37066
2006-01-01,JE,108,452
2006-01-01,JM,978,4881
2006-01-01,JO,3552,17918
2006-01-01,KE,9002,39593
2006-01-01,KG,1579,7679
2006-01-01,KN,2735,16559
2006-01-01,KR,5,17
2006-01-01,KS,2987,18474
2006-01-01,KT,5,18
2006-01-01,KU,742,3498
2006-01-01,KV,171,691
2006-01-01,KZ,1416,6365
2006-01-01,LA,217,818
2006-01-01,LE,22112,133209
2006-01-01,LG,427,2338
2006-01-01,LH,260,1088
2006-01-01,LI,2443,11720
2006-01-01,LO,331,1412
2006-01-01,LS,6,43
2006-01-01,LT,73,389
2006-01-01,LU,94,531
2006-01-01,LY,1224,6725
2006-01-01,MA,132,630
2006-01-01,MB,3,4
2006-01-01,MC,79,295
2006-01-01,MD,515,2259
2006-01-01,MF,4,26
2006-01-01,MG,226,1444
2006-01-01,MH,52,262
2006-01-01,MI,595,2885
2006-01-01,MJ,294,1120
2006-01-01,MK,639,2644
2006-01-01,ML,225,1958
2006-01-01,MN,14,45
2006-01-01,MO,1376,6059
2006-01-01,MP,81,348
2006-01-01,MR,258,1324
2006-01-01,MT,55,217
2006-01-01,MU,90,492
2006-01-01,MV,168,990
2006-01-01,MX,5560,29809
2006-01-01,MY,3350,15430
2006-01-01,MZ,868,3059
2006-01-01,NC,13,59
2006-01-01,NF,42,179
2006-01-01,NG,456,2246
2006-01-01,NH,42,199
2006-01-01,NI,17527,76320
2006-01-01,NL,3391,17085
2006-01-01,NO,1860,10985
2006-01-01,NP,7128,51693
2006-01-01,NR,15,62
2006-01-01,NS,45,213
2006-01-01,NT,5,19
2006-01-01,NU,198,1093
2006-01-01,NZ,1918,8636
2006-01-01,OC,230,1223
2006-01-01,OD,176,641
2006-01-01,OS,240,1174
2006-01-01,PA,270,1342
2006-01-01,PE,949,4474
2006-01-01,PK,31389,167778
2006-01-01,PL,1985,9937
2006-01-01,PM,173,729
2006-01-01,PO,798,3949
2006-01-01,PP,362,1592
2006-01-01,PS,16,94
2006-01-01,PU,202,681
2006-01-01,QA,520,2278
2006-01-01,RB,3462,13308
2006-01-01,RE,31,111
2006-01-01,RI,1599,5960
2006-01-01,RM,22,109
2006-01-01,RO,1048,4490
2006-01-01,RP,7044,34435
2006-01-01,RQ,293,1873
2006-01-01,RS,21461,105168
2006-01-01,RW,3556,15650
2006-01-01,SA,3459,18493
2006-01-01,SB,1,9
2006-01-01,SC,4,15
2006-01-01,SE,561,2929
2006-01-01,SF,9585,39749
2006-01-01,SG,910,3832
2006-01-01,SH,9,15
2006-01-01,SI,264,1212
2006-01-01,SL,1375,7631
2006-01-01,SM,4,11
2006-01-01,SN,1237,7506
2006-01-01,SO,8639,50088
2006-01-01,SP,5007,23928
2006-01-01,ST,29,151
2006-01-01,SU,8373,43999
2006-01-01,SW,1390,5446
2006-01-01,SY,6395,31716
2006-01-01,SZ,1658,7861
2006-01-01,TD,327,1265
2006-01-01,TH,7896,52120
2006-01-01,TI,1449,5917
2006-01-01,TL,3,27
2006-01-01,TN,156,1028
2006-01-01,TO,114,485
2006-01-01,TP,14,85
2006-01-01,TS,360,1547
2006-01-01,TT,1621,9576
2006-01-01,TU,10235,52442
2006-01-01,TV,2,11
2006-01-01,TW,1392,9258
2006-01-01,TX,442,2303
2006-01-01,TZ,1429,6170
2006-01-01,UG,9357,40194
2006-01-01,UK,28310,154995
2006-01-01,UP,2027,9980
2006-01-01,US,117737,634819
2006-01-01,UV,229,1495
2006-01-01,UY,223,980
2006-01-01,UZ,1899,8378
2006-01-01,VC,11,38
2006-01-01,VE,1643,8723
2006-01-01,VI,22,91
2006-01-01,VM,2455,13043
2006-01-01,VQ,21,163
2006-01-01,VT,40,142
2006-01-01,WA,1936,7268
2006-01-01,WE,6678,35349
2006-01-01,WI,57,175
2006-01-01,WS,45,266
2006-01-01,WZ,250,1347
2006-01-01,YI,143,598
2006-01-01,YM,1934,9444
2006-01-01,ZA,1810,7874
2006-01-01,ZI,4030,17653
2007-01-01,AA,153,859
2007-01-01,AC,34,213
2007-01-01,AE,3182,17798
2007-01-01,AF,81864,604029
2007-01-01,AG,5795,44456
2007-01-01,AJ,2016,9756
2007-01-01,AL,2352,10056
2007-01-01,AM,2505,12730
2007-01-01,AN,15,108
2007-01-01,AO,927,5241
2007-01-01,AQ,35,384
2007-01-01,AR,2379,12730
2007-01-01,AS,32137,193006
2007-01-01,AU,2314,13033
2007-01-01,AV,13,56
2007-01-01,AY,48,207
2007-01-01,BA,1354,8921
2007-01-01,BB,137,592
2007-01-01,BC,794,3919
2007-01-01,BD,758,4094
2007-01-01,BE,3677,22280
2007-01-01,BF,1510,6371
2007-01-01,BG,8666,62242
2007-01-01,BH,259,1130
2007-01-01,BK,2578,13242
2007-01-01,BL,1052,6270
2007-01-01,BM,9272,74467
2007-01-01,BN,156,736
2007-01-01,BO,1667,8191
2007-01-01,BP,433,2665
2007-01-01,BR,4879,31666
2007-01-01,BT,357,2311
2007-01-01,BU,2084,10864
2007-01-01,BX,102,586
2007-01-01,BY,1014,5781
2007-01-01,CA,18277,107228
2007-01-01,CB,2589,19796
2007-01-01,CD,3925,24189
2007-01-01,CE,24978,207611
2007-01-01,CF,1281,7538
2007-01-01,CG,3135,16920
2007-01-01,CH,28619,188111
2007-01-01,CI,2105,13060
2007-01-01,CJ,128,710
2007-01-01,CM,775,3816
2007-01-01,CN,302,1461
2007-01-01,CO,6762,38529
2007-01-01,CQ,2155,11347
2007-01-01,CS,255,1360
2007-01-01,CT,664,3870
2007-01-01,CU,4865,26815
2007-01-01,CV,56,305
2007-01-01,CW,1,45
2007-01-01,CY,1035,5492
2007-01-01,DA,2447,16545
2007-01-01,DJ,414,2151
2007-01-01,DO,29,122
2007-01-01,DR,607,3402
2007-01-01,EC,579,3480
2007-01-01,EG,13013,79827
2007-01-01,EI,4893,27421
2007-01-01,EK,248,1023
2007-01-01,EN,1285,6773
2007-01-01,ER,1347,7106
2007-01-01,ES,755,3829
2007-01-01,ET,10258,63630
2007-01-01,EZ,1823,8683
2007-01-01,FG,2,9
2007-01-01,FI,1369,8291
2007-01-01,FJ,2731,15387
2007-01-01,FK,22,106
2007-01-01,FM,823,4716
2007-01-01,FO,11,45
2007-01-01,FP,23,99
2007-01-01,FR,21596,127347
2007-01-01,GA,1377,5860
2007-01-01,GB,70,342
2007-01-01,GG,2792,16413
2007-01-01,GH,1548,7350
2007-01-01,GI,34,227
2007-01-01,GJ,662,3131
2007-01-01,GK,26,150
2007-01-01,GL,151,1078
2007-01-01,GM,18126,105875
2007-01-01,GP,18,101
2007-01-01,GQ,72,295
2007-01-01,GR,4295,27601
2007-01-01,GT,1229,7147
2007-01-01,GV,948,6436
2007-01-01,GY,547,2542
2007-01-01,GZ,12434,80730
2007-01-01,HA,1335,7777
2007-01-01,HK,1436,8770
2007-01-01,HO,405,2268
2007-01-01,HR,2814,12070
2007-01-01,HU,895,5626
2007-01-01,IC,111,574
2007-01-01,ID,11435,64723
2007-01-01,IM,21,62
2007-01-01,IN,40381,234502
2007-01-01,IO,4,36
2007-01-01,IR,33657,193378
2007-01-01,IS,68068,487590
2007-01-01,IT,13976,79338
2007-01-01,IV,842,4226
2007-01-01,IZ,141734,1076470
2007-01-01,JA,15282,97436
2007-01-01,JE,316,2310
2007-01-01,JM,2337,10861
2007-01-01,JO,4513,24534
2007-01-01,KE,9995,55907
2007-01-01,KG,1651,8583
2007-01-01,KN,3338,23755
2007-01-01,KR,25,155
2007-01-01,KS,7272,51356
2007-01-01,KT,18,67
2007-01-01,KU,1384,7373
2007-01-01,KV,652,2688
2007-01-01,KZ,1247,5985
2007-01-01,LA,564,2565
2007-01-01,LE,29071,207994
2007-01-01,LG,373,2210
2007-01-01,LH,353,1720
2007-01-01,LI,1513,8008
2007-01-01,LO,582,2309
2007-01-01,LS,14,74
2007-01-01,LT,164,892
2007-01-01,LU,188,1201
2007-01-01,LY,5669,39475
2007-01-01,MA,164,858
2007-01-01,MB,10,51
2007-01-01,MC,311,2077
2007-01-01,MD,683,2997
2007-01-01,MF,6,43
2007-01-01,MG,334,1752
2007-01-01,MH,147,705
2007-01-01,MI,294,1747
2007-01-01,MJ,289,1280
2007-01-01,MK,1519,6960
2007-01-01,ML,633,4272
2007-01-01,MN,62,349
2007-01-01,MO,3574,22926
2007-01-01,MP,184,976
2007-01-01,MR,602,3939
2007-01-01,MT,349,2073
2007-01-01,MU,282,1649
2007-01-01,MV,277,1712
2007-01-01,MX,9207,56735
2007-01-01,MY,6752,39146
2007-01-01,MZ,731,3763
2007-01-01,NC,6,33
2007-01-01,NE,11,71
2007-01-01,NF,81,346
2007-01-01,NG,1282,7889
2007-01-01,NH,140,1206
2007-01-01,NI,14840,92576
2007-01-01,NL,5181,28660
2007-01-01,NO,2243,13827
2007-01-01,NP,5497,37876
2007-01-01,NR,54,424
2007-01-01,NS,90,516
2007-01-01,NT,8,20
2007-01-01,NU,802,4544
2007-01-01,NZ,4605,24257
2007-01-01,OC,438,3195
2007-01-01,OD,123,444
2007-01-01,OS,629,3457
2007-01-01,PA,385,2116
2007-01-01,PC,5,25
2007-01-01,PE,2478,14310
2007-01-01,PG,15,47
2007-01-01,PK,76383,569928
2007-01-01,PL,4324,25631
2007-01-01,PM,1833,10435
2007-01-01,PO,2177,11434
2007-01-01,PP,548,2976
2007-01-01,PS,50,256
2007-01-01,PU,191,947
2007-01-01,QA,668,3245
2007-01-01,RB,6711,26181
2007-01-01,RE,27,142
2007-01-01,RI,2753,12263
2007-01-01,RM,56,267
2007-01-01,RN,1,3
2007-01-01,RO,1566,8858
2007-01-01,RP,22537,122327
2007-01-01,RQ,807,4677
2007-01-01,RS,36320,213384
