year,action_country_code,event_count,total_num_mentions
2007-01-01,RW,5733,32671
2007-01-01,SA,9784,58831
2007-01-01,SB,1,8
2007-01-01,SE,2735,13021
2007-01-01,SF,16061,70733
2007-01-01,SG,1370,10055
2007-01-01,SH,36,167
2007-01-01,SI,209,1020
2007-01-01,SL,1307,9353
2007-01-01,SN,2100,12906
2007-01-01,SO,20689,127300
2007-01-01,SP,11424,65978
2007-01-01,ST,28,173
2007-01-01,SU,12103,84316
2007-01-01,SV,12,101
2007-01-01,SW,2598,16244
2007-01-01,SY,10314,53373
2007-01-01,SZ,3003,16881
2007-01-01,TD,618,2598
2007-01-01,TH,15906,119179
2007-01-01,TI,1254,6380
2007-01-01,TK,1,2
2007-01-01,TL,4,13
2007-01-01,TN,153,756
2007-01-01,TO,159,842
2007-01-01,TP,15,62
2007-01-01,TS,1222,6631
2007-01-01,TT,1597,8542
2007-01-01,TU,24973,159868
2007-01-01,TV,11,37
2007-01-01,TW,3458,20674
2007-01-01,TX,634,3041
2007-01-01,TZ,1297,6150
2007-01-01,UG,7168,36997
2007-01-01,UK,71666,454468
2007-01-01,UP,2712,15836
2007-01-01,US,272608,1677067
2007-01-01,UV,196,1233
2007-01-01,UY,182,848
2007-01-01,UZ,3293,16960
2007-01-01,VC,39,257
2007-01-01,VE,2883,18603
2007-01-01,VI,16,108
2007-01-01,VM,5315,29817
2007-01-01,VQ,49,305
2007-01-01,VT,62,493
2007-01-01,WA,1732,7286
2007-01-01,WE,11112,64260
2007-01-01,WI,121,487
2007-01-01,WS,74,348
2007-01-01,WZ,108,739
2007-01-01,YI,244,928
2007-01-01,YM,3421,19962
2007-01-01,ZA,1237,5928
2007-01-01,ZI,5894,33999
2008-01-01,AA,41,193
2008-01-01,AC,302,1402
2008-01-01,AE,4243,25057
2008-01-01,AF,88503,669176
2008-01-01,AG,4249,31001
2008-01-01,AJ,2114,10510
2008-01-01,AL,2300,12555
2008-01-01,AM,2269,12729
2008-01-01,AN,9,38
2008-01-01,AO,1199,6665
2008-01-01,AQ,81,385
2008-01-01,AR,2778,15901
2008-01-01,AS,51207,338464
2008-01-01,AU,3999,29815
2008-01-01,AV,19,78
2008-01-01,AY,74,538
2008-01-01,BA,1383,8276
2008-01-01,BB,99,461
2008-01-01,BC,1047,5169
2008-01-01,BD,1101,5722
2008-01-01,BE,4286,26591
2008-01-01,BF,2059,10144
2008-01-01,BG,6997,44238
2008-01-01,BH,469,2031
2008-01-01,BK,3011,14284
2008-01-01,BL,1956,14518
2008-01-01,BM,6514,48578
2008-01-01,BN,142,950
2008-01-01,BO,1762,9892
2008-01-01,BP,116,700
2008-01-01,BR,5987,36945
2008-01-01,BT,358,2363
2008-01-01,BU,1093,6460
2008-01-01,BX,567,3009
2008-01-01,BY,1431,9426
2008-01-01,CA,39613,274722
2008-01-01,CB,3074,21898
2008-01-01,CD,5203,36580
2008-01-01,CE,32159,259464
2008-01-01,CF,1370,7889
2008-01-01,CG,3070,16624
2008-01-01,CH,41616,305913
2008-01-01,CI,1913,11421
2008-01-01,CJ,335,1845
2008-01-01,CM,1723,9356
2008-01-01,CN,411,2444
2008-01-01,CO,13219,83198
2008-01-01,CQ,2880,17580
2008-01-01,CS,289,1565
2008-01-01,CT,1061,6021
2008-01-01,CU,5749,39348
2008-01-01,CV,34,215
2008-01-01,CW,10,46
2008-01-01,CY,968,4693
2008-01-01,DA,3193,21523
2008-01-01,DJ,786,3822
2008-01-01,DO,20,103
2008-01-01,DR,704,3232
2008-01-01,EC,2454,19401
2008-01-01,EG,17987,126082
2008-01-01,EI,10607,53031
2008-01-01,EK,752,3625
2008-01-01,EN,471,2280
2008-01-01,ER,1193,6487
2008-01-01,ES,593,3046
2008-01-01,ET,7346,43722
2008-01-01,EZ,2024,9917
2008-01-01,FG,20,112
2008-01-01,FI,1308,8834
2008-01-01,FJ,2430,15670
2008-01-01,FK,1,9
2008-01-01,FM,791,4655
2008-01-01,FO,3,9
2008-01-01,FP,70,227
2008-01-01,FR,27879,165711
2008-01-01,GA,1067,5294
2008-01-01,GB,123,676
2008-01-01,GG,9633,54793
2008-01-01,GH,2182,12116
2008-01-01,GI,86,498
2008-01-01,GJ,1062,6946
2008-01-01,GK,26,124
2008-01-01,GL,75,370
2008-01-01,GM,17435,105571
2008-01-01,GP,8,38
2008-01-01,GQ,134,645
2008-01-01,GR,6958,71582
2008-01-01,GT,1096,6477
2008-01-01,GV,852,6610
2008-01-01,GY,971,6670
2008-01-01,GZ,12727,92005
2008-01-01,HA,2179,16606
2008-01-01,HK,1833,11579
2008-01-01,HO,498,3853
2008-01-01,HR,3085,15155
2008-01-01,HU,867,4580
2008-01-01,IC,518,4917
2008-01-01,ID,12841,76379
2008-01-01,IM,23,102
2008-01-01,IN,69300,438077
2008-01-01,IO,15,55
2008-01-01,IR,24141,142330
2008-01-01,IS,82949,676047
2008-01-01,IT,10815,63592
2008-01-01,IV,1118,6239
2008-01-01,IZ,97407,758892
2008-01-01,JA,15064,107766
2008-01-01,JE,707,4308
2008-01-01,JM,2626,12413
2008-01-01,JO,3356,20344
2008-01-01,JQ,2,4
2008-01-01,KE,16018,120023
2008-01-01,KG,1092,6160
2008-01-01,KN,2675,16915
2008-01-01,KR,34,167
2008-01-01,KS,6248,50258
2008-01-01,KT,34,765
2008-01-01,KU,1338,6880
2008-01-01,KV,318,1563
2008-01-01,KZ,1067,4774
2008-01-01,LA,418,1819
2008-01-01,LE,17715,108070
2008-01-01,LG,398,1766
2008-01-01,LH,515,2707
2008-01-01,LI,2160,12399
2008-01-01,LO,457,2245
2008-01-01,LQ,4,8
2008-01-01,LS,166,1046
2008-01-01,LT,94,534
2008-01-01,LU,147,1023
2008-01-01,LY,3376,20411
2008-01-01,MA,127,755
2008-01-01,MB,54,530
2008-01-01,MC,121,687
2008-01-01,MD,368,1684
2008-01-01,MF,28,132
2008-01-01,MG,720,5427
2008-01-01,MH,173,768
2008-01-01,MI,420,2717
2008-01-01,MJ,202,1072
2008-01-01,MK,1451,7186
2008-01-01,ML,841,5203
2008-01-01,MN,86,634
2008-01-01,MO,2648,15909
2008-01-01,MP,320,1926
2008-01-01,MR,1535,9920
2008-01-01,MT,405,2206
2008-01-01,MU,346,1821
2008-01-01,MV,282,1914
2008-01-01,MX,17852,128401
2008-01-01,MY,8091,48561
2008-01-01,MZ,1450,6962
2008-01-01,NC,25,93
2008-01-01,NE,23,211
2008-01-01,NF,3,29
2008-01-01,NG,909,6817
2008-01-01,NH,118,829
2008-01-01,NI,12237,74093
2008-01-01,NL,6493,38998
2008-01-01,NO,2319,13677
2008-01-01,NP,7358,56978
2008-01-01,NR,46,294
2008-01-01,NS,139,801
2008-01-01,NT,4,30
2008-01-01,NU,520,3100
2008-01-01,NZ,9488,52515
2008-01-01,OC,674,5166
2008-01-01,OD,339,1592
2008-01-01,OS,618,3434
2008-01-01,PA,396,2878
2008-01-01,PC,13,54
2008-01-01,PE,2414,15051
2008-01-01,PK,106182,727738
2008-01-01,PL,3031,17302
2008-01-01,PM,1971,11122
2008-01-01,PO,1354,7096
2008-01-01,PP,332,1884
2008-01-01,PS,52,221
2008-01-01,PU,299,2009
2008-01-01,QA,1080,5514
2008-01-01,RB,7612,41201
2008-01-01,RE,47,222
2008-01-01,RI,3872,18204
2008-01-01,RM,76,451
2008-01-01,RO,1407,7164
2008-01-01,RP,29088,148556
2008-01-01,RQ,1130,6893
2008-01-01,RS,38347,230499
2008-01-01,RW,8087,48640
2008-01-01,SA,6683,39642
2008-01-01,SC,39,234
2008-01-01,SE,3273,16105
2008-01-01,SF,28793,149088
2008-01-01,SG,941,5491
2008-01-01,SH,38,147
2008-01-01,SI,253,1422
2008-01-01,SL,1146,6492
2008-01-01,SM,5,16
2008-01-01,SN,2260,13976
2008-01-01,SO,24808,160401
2008-01-01,SP,13387,84991
2008-01-01,ST,20,155
2008-01-01,SU,18068,120286
2008-01-01,SV,21,95
2008-01-01,SW,3875,25611
2008-01-01,SY,11073,61820
2008-01-01,SZ,3533,19903
2008-01-01,TD,882,4101
2008-01-01,TH,16288,132462
2008-01-01,TI,1176,5196
2008-01-01,TK,15,93
2008-01-01,TL,1,9
2008-01-01,TN,124,700
2008-01-01,TO,121,695
2008-01-01,TP,3,13
2008-01-01,TS,1305,7457
2008-01-01,TT,2995,18745
2008-01-01,TU,26152,173508
2008-01-01,TV,7,18
2008-01-01,TW,5498,33778
2008-01-01,TX,714,5529
2008-01-01,TZ,1848,9613
2008-01-01,UG,8699,47802
2008-01-01,UK,73920,459565
2008-01-01,UP,3128,16269
2008-01-01,US,374852,2379591
2008-01-01,UV,205,1569
2008-01-01,UY,267,1396
2008-01-01,UZ,1742,8880
2008-01-01,VC,30,223
2008-01-01,VE,4141,24390
2008-01-01,VI,32,104
2008-01-01,VM,5174,28789
2008-01-01,VQ,113,710
2008-01-01,VT,52,334
2008-01-01,WA,2203,9109
2008-01-01,WE,11678,67597
2008-01-01,WI,67,278
2008-01-01,WQ,3,15
2008-01-01,WS,98,422
2008-01-01,WZ,327,2153
2008-01-01,YI,299,1116
2008-01-01,YM,6643,43296
2008-01-01,ZA,1167,5631
2008-01-01,ZI,13089,92313
2009-01-01,AA,62,385
2009-01-01,AC,355,1935
2009-01-01,AE,7461,45903
2009-01-01,AF,132100,1399095
2009-01-01,AG,4643,34396
2009-01-01,AJ,4996,26929
2009-01-01,AL,2425,14954
2009-01-01,AM,4125,21924
2009-01-01,AN,26,136
2009-01-01,AO,1821,11209
2009-01-01,AQ,62,414
2009-01-01,AR,5530,35699
2009-01-01,AS,66824,584976
2009-01-01,AU,5875,56513
2009-01-01,AV,28,153
2009-01-01,AY,86,580
2009-01-01,BA,1980,12803
2009-01-01,BB,446,2810
2009-01-01,BC,2234,12005
2009-01-01,BD,3417,22358
2009-01-01,BE,5900,47704
2009-01-01,BF,2934,16354
2009-01-01,BG,15575,104180
2009-01-01,BH,1466,6516
2009-01-01,BK,2785,15831
2009-01-01,BL,2388,15654
2009-01-01,BM,12600,128003
2009-01-01,BN,484,3103
2009-01-01,BO,2842,14145
2009-01-01,BP,138,1388
2009-01-01,BR,9509,69207
2009-01-01,BT,416,2371
2009-01-01,BU,4238,24183
2009-01-01,BX,585,3384
2009-01-01,BY,1520,10204
2009-01-01,CA,58161,410830
2009-01-01,CB,6382,54078
2009-01-01,CD,3036,20217
2009-01-01,CE,40923,417679
2009-01-01,CF,1700,10527
2009-01-01,CG,2470,15999
2009-01-01,CH,60212,568370
2009-01-01,CI,3411,23878
2009-01-01,CJ,571,3258
2009-01-01,CM,1124,7504
2009-01-01,CN,132,790
2009-01-01,CO,12950,91495
2009-01-01,CQ,4750,32284
2009-01-01,CS,1079,6382
2009-01-01,CT,1709,11917
2009-01-01,CU,10213,76989
2009-01-01,CV,193,1377
2009-01-01,CW,20,97
2009-01-01,CY,1753,10325
2009-01-01,DA,5233,54277
2009-01-01,DJ,855,5080
2009-01-01,DO,44,305
2009-01-01,DR,1213,6512
2009-01-01,EC,1786,12811
2009-01-01,EG,22767,164047
2009-01-01,EI,25527,170176
2009-01-01,EK,593,3163
2009-01-01,EN,746,4757
2009-01-01,ER,1337,7629
2009-01-01,ES,1994,12826
2009-01-01,ET,7135,46104
2009-01-01,EZ,3964,24442
2009-01-01,FG,58,248
2009-01-01,FI,2800,27664
2009-01-01,FJ,4326,28186
2009-01-01,FK,6,40
2009-01-01,FM,2019,11890
2009-01-01,FO,5,36
2009-01-01,FP,90,370
2009-01-01,FR,40893,304871
2009-01-01,GA,2388,13026
2009-01-01,GB,1105,8787
2009-01-01,GG,7194,47815
2009-01-01,GH,10604,65956
2009-01-01,GI,113,623
2009-01-01,GJ,2239,15802
2009-01-01,GK,51,392
2009-01-01,GL,198,2010
2009-01-01,GM,30335,239143
2009-01-01,GP,337,3329
2009-01-01,GQ,89,785
2009-01-01,GR,9470,101755
2009-01-01,GT,2561,19838
2009-01-01,GV,3118,35853
2009-01-01,GY,1156,5799
2009-01-01,GZ,14080,109917
2009-01-01,HA,2194,15296
2009-01-01,HK,2515,21742
2009-01-01,HO,5227,53996
2009-01-01,HR,4171,22045
2009-01-01,HU,3661,23309
2009-01-01,IC,381,3447
2009-01-01,ID,24953,206614
2009-01-01,IM,20,160
2009-01-01,IN,82735,545557
2009-01-01,IO,5,9
2009-01-01,IR,64752,684340
2009-01-01,IS,122355,1315397
2009-01-01,IT,26185,205561
2009-01-01,IV,1910,21214
2009-01-01,IZ,77001,820468
2009-01-01,JA,19198,150049
2009-01-01,JE,1031,8046
2009-01-01,JM,8286,47848
2009-01-01,JO,4170,28295
2009-01-01,KE,17888,127259
2009-01-01,KG,2434,14475
2009-01-01,KN,10562,112283
2009-01-01,KR,46,188
2009-01-01,KS,13829,124677
2009-01-01,KT,198,2148
2009-01-01,KU,3751,26529
2009-01-01,KV,606,3463
2009-01-01,KZ,2239,12857
2009-01-01,LA,1564,10763
2009-01-01,LE,16313,107888
2009-01-01,LG,813,5407
2009-01-01,LH,1067,7498
2009-01-01,LI,2573,20334
2009-01-01,LO,1158,7627
2009-01-01,LS,161,1304
2009-01-01,LT,208,1384
2009-01-01,LU,584,4145
2009-01-01,LY,7023,56609
2009-01-01,MA,1968,21801
2009-01-01,MB,147,892
2009-01-01,MC,271,1416
2009-01-01,MD,1229,9115
2009-01-01,MF,19,149
2009-01-01,MG,588,3597
2009-01-01,MH,777,5610
2009-01-01,MI,1379,8565
2009-01-01,MJ,205,1029
2009-01-01,MK,1041,4933
2009-01-01,ML,2346,16782
2009-01-01,MN,199,1074
2009-01-01,MO,3085,19402
2009-01-01,MP,228,1383
2009-01-01,MQ,2,2
2009-01-01,MR,1323,8921
2009-01-01,MT,3348,17238
2009-01-01,MU,476,2403
2009-01-01,MV,846,4968
2009-01-01,MX,31887,301158
2009-01-01,MY,16396,117809
2009-01-01,MZ,1837,10332
2009-01-01,NC,129,1195
2009-01-01,NE,7,95
2009-01-01,NF,8,42
2009-01-01,NG,2172,17171
2009-01-01,NH,86,521
2009-01-01,NI,35133,241938
2009-01-01,NL,10309,71282
2009-01-01,NO,3258,22948
2009-01-01,NP,8338,69573
2009-01-01,NR,30,160
2009-01-01,NS,209,1285
2009-01-01,NT,29,430
2009-01-01,NU,1190,9992
2009-01-01,NZ,15327,108987
2009-01-01,OC,1983,19025
2009-01-01,OD,1502,8024
2009-01-01,OS,1106,9145
2009-01-01,PA,606,4054
2009-01-01,PC,19,102
2009-01-01,PE,5092,44108
2009-01-01,PF,6,26
2009-01-01,PG,6,31
2009-01-01,PK,204220,1914409
2009-01-01,PL,6510,43387
2009-01-01,PM,875,5406
2009-01-01,PO,3006,20823
2009-01-01,PP,764,6888
2009-01-01,PS,346,2248
2009-01-01,PU,1237,10171
2009-01-01,QA,2250,13189
2009-01-01,RB,6124,34106
2009-01-01,RE,57,263
2009-01-01,RI,2916,16054
2009-01-01,RM,240,1276
2009-01-01,RO,2979,17798
2009-01-01,RP,59521,379710
2009-01-01,RQ,3069,20381
2009-01-01,RS,54618,415282
2009-01-01,RW,10059,77119
2009-01-01,SA,14909,113562
2009-01-01,SB,9,76
2009-01-01,SC,29,198
2009-01-01,SE,5993,50460
2009-01-01,SF,36307,249124
2009-01-01,SG,1796,12004
2009-01-01,SH,187,794
2009-01-01,SI,408,2254
2009-01-01,SL,2512,18274
2009-01-01,SM,33,175
2009-01-01,SN,4102,29686
2009-01-01,SO,42316,367202
2009-01-01,SP,18134,134490
2009-01-01,ST,15,101
2009-01-01,SU,22493,196022
2009-01-01,SV,13,88
2009-01-01,SW,6431,46075
2009-01-01,SY,7582,49114
2009-01-01,SZ,11771,95113
2009-01-01,TD,1224,6061
2009-01-01,TH,22515,202203
2009-01-01,TI,2667,16270
2009-01-01,TK,2,10
2009-01-01,TL,20,146
2009-01-01,TN,410,4712
2009-01-01,TO,472,2593
2009-01-01,TP,22,194
2009-01-01,TS,1500,9611
2009-01-01,TT,1033,6552
2009-01-01,TU,21784,164711
2009-01-01,TV,104,560
2009-01-01,TW,6974,53639
2009-01-01,TX,1202,7071
2009-01-01,TZ,2784,18241
2009-01-01,UG,16801,96114
2009-01-01,UK,112825,816531
2009-01-01,UP,5732,33148
2009-01-01,US,591195,4753019
2009-01-01,UV,314,1883
2009-01-01,UY,1101,11090
2009-01-01,UZ,3588,24165
2009-01-01,VC,108,506
2009-01-01,VE,8022,65323
2009-01-01,VI,132,1072
2009-01-01,VM,9059,59449
2009-01-01,VQ,148,1116
2009-01-01,VT,142,921
2009-01-01,WA,2391,11120
2009-01-01,WE,11382,78514
2009-01-01,WI,229,930
2009-01-01,WQ,2,13
2009-01-01,WS,824,8257
2009-01-01,WZ,829,4373
2009-01-01,YI,327,1498
2009-01-01,YM,21752,190383
2009-01-01,ZA,4598,21897
2009-01-01,ZI,15551,103169
2010-01-01,AA,202,1439
2010-01-01,AC,98,1116
2010-01-01,AE,7950,68544
2010-01-01,AF,131878,1737351
2010-01-01,AG,3432,24802
2010-01-01,AJ,7095,32020
2010-01-01,AL,1537,11595
2010-01-01,AM,5496,32667
2010-01-01,AN,27,283
2010-01-01,AO,1465,10205
2010-01-01,AQ,64,942
2010-01-01,AR,4933,42700
2010-01-01,AS,53588,500945
2010-01-01,AU,3877,37356
2010-01-01,AV,67,497
2010-01-01,AY,168,1772
2010-01-01,BA,2282,23041
2010-01-01,BB,287,3431
2010-01-01,BC,1243,6593
2010-01-01,BD,4402,33757
2010-01-01,BE,5610,46313
2010-01-01,BF,2368,16083
2010-01-01,BG,15682,114463
2010-01-01,BH,1423,7648
2010-01-01,BK,2235,18046
2010-01-01,BL,1094,8102
2010-01-01,BM,7784,72449
2010-01-01,BN,408,2587
2010-01-01,BO,3762,28742
2010-01-01,BP,216,2407
2010-01-01,BR,6604,67594
2010-01-01,BT,452,2716
2010-01-01,BU,4535,29190
2010-01-01,BX,426,3464
2010-01-01,BY,1265,8621
2010-01-01,CA,49788,373169
2010-01-01,CB,5529,52440
2010-01-01,CD,1986,13442
2010-01-01,CE,13719,112967
2010-01-01,CF,1752,13864
2010-01-01,CG,2107,17054
2010-01-01,CH,51176,577137
2010-01-01,CI,4616,55118
2010-01-01,CJ,288,1649
2010-01-01,CM,887,5987
2010-01-01,CN,116,915
2010-01-01,CO,10809,98582
2010-01-01,CQ,4292,28255
2010-01-01,CS,936,5160
2010-01-01,CT,1609,12665
2010-01-01,CU,7250,63872
2010-01-01,CV,57,605
2010-01-01,CW,21,119
2010-01-01,CY,2407,19729
2010-01-01,DA,4763,52330
2010-01-01,DJ,655,4352
2010-01-01,DO,47,264
2010-01-01,DR,1531,14065
2010-01-01,EC,2177,28949
2010-01-01,EG,20756,207486
2010-01-01,EI,17740,133282
2010-01-01,EK,271,1963
2010-01-01,EN,473,3990
2010-01-01,ER,1107,6957
2010-01-01,ES,2185,22189
2010-01-01,ET,4064,24383
2010-01-01,EZ,2628,17260
2010-01-01,FG,36,176
2010-01-01,FI,2091,17265
2010-01-01,FJ,2602,19866
2010-01-01,FK,23,413
2010-01-01,FM,1848,10338
2010-01-01,FO,28,271
2010-01-01,FP,76,447
2010-01-01,FQ,1,9
2010-01-01,FR,36191,351063
2010-01-01,GA,1931,10091
2010-01-01,GB,145,1392
2010-01-01,GG,5773,42633
2010-01-01,GH,10266,74029
2010-01-01,GI,71,487
2010-01-01,GJ,3014,30714
2010-01-01,GK,56,353
2010-01-01,GL,234,2230
2010-01-01,GM,25843,240137
2010-01-01,GP,12,81
2010-01-01,GQ,231,2058
2010-01-01,GR,9586,118676
2010-01-01,GT,2318,25402
2010-01-01,GV,2088,23143
2010-01-01,GY,1048,6719
2010-01-01,GZ,5782,40457
2010-01-01,HA,9303,108878
2010-01-01,HK,3432,44541
2010-01-01,HO,1645,16265
2010-01-01,HQ,1,2
2010-01-01,HR,3275,23104
2010-01-01,HU,1993,16277
2010-01-01,IC,945,9068
2010-01-01,ID,23275,197806
2010-01-01,IM,24,111
2010-01-01,IN,78960,593806
2010-01-01,IO,12,47
2010-01-01,IR,47836,492139
2010-01-01,IS,89722,868447
2010-01-01,IT,19600,209494
2010-01-01,IV,3138,49081
2010-01-01,IZ,66136,896631
2010-01-01,JA,20180,201931
2010-01-01,JE,1692,13202
2010-01-01,JM,8452,47677
2010-01-01,JO,7895,79451
2010-01-01,JQ,1,5
2010-01-01,KE,11733,84504
2010-01-01,KG,8141,71005
2010-01-01,KN,10681,135848
2010-01-01,KR,144,1029
2010-01-01,KS,16526,210567
2010-01-01,KT,194,3088
2010-01-01,KU,3358,30111
2010-01-01,KV,728,5764
2010-01-01,KZ,1594,11282
2010-01-01,LA,835,4966
2010-01-01,LE,17960,131639
2010-01-01,LG,611,4037
2010-01-01,LH,824,4657
2010-01-01,LI,1863,11085
2010-01-01,LO,880,8491
2010-01-01,LS,76,328
2010-01-01,LT,108,762
2010-01-01,LU,329,1862
2010-01-01,LY,3553,25855
2010-01-01,MA,512,6134
2010-01-01,MB,52,812
2010-01-01,MC,198,1288
2010-01-01,MD,540,3447
2010-01-01,MF,13,58
2010-01-01,MG,468,4348
2010-01-01,MH,941,6025
2010-01-01,MI,1055,10128
2010-01-01,MJ,310,2281
2010-01-01,MK,818,5396
2010-01-01,ML,1431,12784
2010-01-01,MN,198,1342
2010-01-01,MO,3291,31757
2010-01-01,MP,216,1186
2010-01-01,MR,1877,21346
2010-01-01,MT,2881,15437
2010-01-01,MU,623,4411
2010-01-01,MV,511,3409
2010-01-01,MX,47819,645229
2010-01-01,MY,13834,121078
2010-01-01,MZ,1403,14917
2010-01-01,NC,34,212
2010-01-01,NE,4,29
2010-01-01,NF,8,77
2010-01-01,NG,2065,26880
2010-01-01,NH,80,558
2010-01-01,NI,30576,273526
2010-01-01,NL,10537,103383
2010-01-01,NO,3034,26233
2010-01-01,NP,6699,48293
2010-01-01,NR,40,299
2010-01-01,NS,115,2071
2010-01-01,NT,3,16
2010-01-01,NU,738,7577
2010-01-01,NZ,13946,121436
2010-01-01,OC,1022,10230
2010-01-01,OD,596,2704
2010-01-01,OS,1430,14288
2010-01-01,PA,463,3812
2010-01-01,PC,12,63
2010-01-01,PE,3944,36359
2010-01-01,PF,7,108
2010-01-01,PG,8,46
2010-01-01,PK,132475,1394084
2010-01-01,PL,7103,57180
2010-01-01,PM,1873,28912
2010-01-01,PO,2809,24669
2010-01-01,PP,581,4160
2010-01-01,PS,187,741
2010-01-01,PU,252,2254
2010-01-01,QA,1748,11125
2010-01-01,RB,4333,32807
2010-01-01,RE,68,365
2010-01-01,RI,2477,15076
2010-01-01,RM,214,1373
2010-01-01,RN,1,9
2010-01-01,RO,2526,21968
2010-01-01,RP,39502,264261
2010-01-01,RQ,2181,19772
2010-01-01,RS,56772,576036
2010-01-01,RW,7720,67650
2010-01-01,SA,13260,111381
2010-01-01,SB,3,20
2010-01-01,SC,44,710
2010-01-01,SE,5703,40948
2010-01-01,SF,29801,224248
2010-01-01,SG,922,6814
2010-01-01,SH,523,2652
2010-01-01,SI,238,1689
2010-01-01,SL,1683,13365
2010-01-01,SM,18,75
2010-01-01,SN,3722,30985
2010-01-01,SO,24551,248250
2010-01-01,SP,16896,154071
2010-01-01,ST,41,699
2010-01-01,SU,14238,142377
2010-01-01,SV,12,29
2010-01-01,SW,12427,138576
2010-01-01,SY,7007,49185
2010-01-01,SZ,8193,66862
2010-01-01,TD,897,4377
2010-01-01,TH,22655,260833
2010-01-01,TI,3082,23579
2010-01-01,TL,2,4
2010-01-01,TN,391,2962
2010-01-01,TO,648,5829
2010-01-01,TP,23,98
2010-01-01,TS,1414,14942
2010-01-01,TT,527,4901
2010-01-01,TU,25586,202994
2010-01-01,TV,20,80
2010-01-01,TW,5116,43510
2010-01-01,TX,595,3337
2010-01-01,TZ,2141,12839
2010-01-01,UG,10345,58910
2010-01-01,UK,92312,821838
2010-01-01,UP,5329,33546
2010-01-01,US,892147,8626147
2010-01-01,UV,424,3764
2010-01-01,UY,474,4503
2010-01-01,UZ,4391,33297
2010-01-01,VC,162,1031
2010-01-01,VE,5247,56193
2010-01-01,VI,44,262
2010-01-01,VM,9629,78138
2010-01-01,VQ,166,2162
2010-01-01,VT,190,2356
2010-01-01,WA,2202,10299
2010-01-01,WE,9488,76665
2010-01-01,WI,534,4378
2010-01-01,WQ,10,26
2010-01-01,WS,254,1830
2010-01-01,WZ,897,6702
2010-01-01,YI,200,1016
2010-01-01,YM,25235,271693
2010-01-01,ZA,3658,17530
2010-01-01,ZI,11430,72972
2011-01-01,AA,521,7273
2011-01-01,AC,307,2945
2011-01-01,AE,7748,70490
2011-01-01,AF,146620,2416155
2011-01-01,AG,8288,102150
2011-01-01,AJ,7628,41298
2011-01-01,AL,2569,25606
2011-01-01,AM,7688,43498
2011-01-01,AN,16,96
2011-01-01,AO,2165,14412
2011-01-01,AQ,89,880
2011-01-01,AR,4953,43581
2011-01-01,AS,64867,666264
2011-01-01,AU,4977,44393
2011-01-01,AV,88,444
2011-01-01,AY,155,1556
2011-01-01,BA,21231,316160
2011-01-01,BB,456,2576
2011-01-01,BC,1379,7465
2011-01-01,BD,6011,50655
2011-01-01,BE,7023,70658
2011-01-01,BF,3283,20289
2011-01-01,BG,16141,118776
2011-01-01,BH,1316,7112
2011-01-01,BK,3625,29297
2011-01-01,BL,1584,17100
2011-01-01,BM,8325,80223
2011-01-01,BN,735,6002
2011-01-01,BO,8044,58910
2011-01-01,BP,110,863
2011-01-01,BR,9089,102119
2011-01-01,BT,557,6026
2011-01-01,BU,5559,41246
2011-01-01,BX,752,4755
2011-01-01,BY,1556,16424
2011-01-01,CA,52913,402962
2011-01-01,CB,9301,98814
2011-01-01,CD,2747,24333
2011-01-01,CE,14888,189679
2011-01-01,CF,1567,15105
2011-01-01,CG,3426,41685
2011-01-01,CH,60823,730720
2011-01-01,CI,4883,50753
2011-01-01,CJ,523,3564
2011-01-01,CM,1089,10449
2011-01-01,CN,187,2440
2011-01-01,CO,12422,101752
2011-01-01,CQ,5847,42149
2011-01-01,CS,1434,10847
2011-01-01,CT,1019,10942
2011-01-01,CU,9811,112969
2011-01-01,CV,110,706
2011-01-01,CW,35,309
2011-01-01,CY,2873,21775
2011-01-01,DA,4340,47603
2011-01-01,DJ,1795,19322
2011-01-01,DO,67,575
2011-01-01,DR,1946,20216
2011-01-01,EC,1385,15067
2011-01-01,EG,91262,1511246
2011-01-01,EI,21606,167306
2011-01-01,EK,293,2372
2011-01-01,EN,1431,9578
2011-01-01,ER,1181,7749
2011-01-01,ES,1921,17375
2011-01-01,ET,6929,51869
2011-01-01,EZ,4252,24911
2011-01-01,FG,30,337
2011-01-01,FI,2568,18473
2011-01-01,FJ,3869,52781
2011-01-01,FK,36,178
2011-01-01,FM,2385,12166
2011-01-01,FO,41,270
2011-01-01,FP,37,271
2011-01-01,FR,56268,549619
2011-01-01,GA,2285,12629
2011-01-01,GB,185,1751
2011-01-01,GG,8165,82861
2011-01-01,GH,12495,81897
2011-01-01,GI,194,2907
2011-01-01,GJ,4783,43864
2011-01-01,GK,73,1201
2011-01-01,GL,504,6462
2011-01-01,GM,33569,333611
2011-01-01,GP,25,108
2011-01-01,GQ,197,1436
2011-01-01,GR,12473,148063
2011-01-01,GT,3323,37509
2011-01-01,GV,2086,25838
2011-01-01,GY,873,7473
2011-01-01,GZ,6950,54214
2011-01-01,HA,3952,51059
2011-01-01,HK,2517,25613
2011-01-01,HO,2126,24375
2011-01-01,HR,4587,32037
2011-01-01,HU,2697,21243
2011-01-01,IC,715,9268
2011-01-01,ID,28896,304612
2011-01-01,IM,24,179
2011-01-01,IN,86941,606214
2011-01-01,IO,11,48
2011-01-01,IR,57996,566219
2011-01-01,IS,116770,1245272
2011-01-01,IT,31378,334253
2011-01-01,IV,13002,169530
